AVAPS-LOG,UTC Date & Time,Session Time,Channel,Event or Error Message,Calling Context
AVAPS-LOG,2024-08-18 09:35:55.353Z,0.000,,*** AVAPS II SYSTEM LOG FILE ***
AVAPS-LOG,2024-08-18 09:36:00.423Z,5.071,,Serial port initialization complete: no errors.
AVAPS-LOG,2024-08-18 09:36:04.664Z,9.312,,GPS Reference Receiver UART 1 configuration commands sent
AVAPS-LOG,2024-08-18 09:36:09.073Z,13.721,,GPS Reference Receiver UART 2 configuration commands sent
AVAPS-LOG,2024-08-18 09:36:14.762Z,19.409,,Serial port initialization complete: no errors.
AVAPS-LOG,2024-08-18 09:36:17.143Z,21.790,,PC Clock set to: 2024-08-18 09:36:17.142 using GPS Reference Receiver data - PC Clock error was: 0.652 sec
AVAPS-LOG,2024-08-18 09:37:14.039Z,78.687,,Automated System Tests:  No Errors Detected...
AVAPS-LOG,2024-08-18 09:37:14.047Z,78.695,,Spectrum Analyzer program started
AVAPS-LOG,2024-08-18 09:37:14.048Z,78.696,,Aircraft Data Acq program started
AVAPS-LOG,2024-08-18 09:37:14.172Z,78.820,,Spectrum Analyzer Data Acq data log file created
AVAPS-LOG,2024-08-18 09:37:14.292Z,78.940,,Sounding Supervisor program started
AVAPS-LOG,2024-08-18 09:37:14.576Z,79.224,,GPS Reference Receiver (NMEA) data log file created
AVAPS-LOG,2024-08-18 09:37:14.577Z,79.225,,GPS Reference Data Acq (NMEA) program started
AVAPS-LOG,2024-08-18 09:37:14.577Z,79.225,,Aircraft Data Acq data log file created
AVAPS-LOG,2024-08-18 09:37:15.151Z,79.799,,PC Clock set to: 2024-08-18 09:37:15.151 using GPS Reference Receiver data - PC Clock error was: -0.001 sec
AVAPS-LOG,2024-08-18 10:45:23.040Z,4167.687,1,Sounding START request
AVAPS-LOG,2024-08-18 10:45:23.445Z,4168.092,1,Sounding files created
