    UTC     Elapsed    Sig     PLL    Freq     Dev    Rcvr
14:48:08.06    0.00 -108.43    0.00    0.00    0.00  401.60
14:48:14.06    0.00 -109.25    0.00    0.00    0.00  401.60
14:48:20.06    0.00 -108.84    0.00    0.00    0.00  401.60
14:48:26.07    0.00 -108.84    0.00    0.00    0.00  401.60
14:48:32.06    0.00 -109.25    0.00    0.00    0.00  401.60
14:48:38.07    0.00 -109.25    0.00    0.00    0.00  401.60
14:48:44.05    0.00 -108.84    0.00    0.00    0.00  401.60
14:48:50.07    0.00 -109.25    0.00    0.00    0.00  401.60
14:48:56.06    0.00 -108.84    0.00    0.00    0.00  401.60
14:49:02.07    0.00 -109.66    0.00    0.00    0.00  401.60
14:49:08.06    0.00 -109.66    0.00    0.00    0.00  401.60
14:49:14.07    0.00 -109.66    0.00    0.00    0.00  401.60
14:49:20.06    0.00 -109.25    0.00    0.00    0.00  401.60
14:49:26.07    0.00 -109.25    0.00    0.00    0.00  401.60
14:49:32.07    0.00 -109.66    0.00    0.00    0.00  401.60
14:49:38.07    0.00 -109.66    0.00    0.00    0.00  401.60
14:49:44.06    0.00 -109.25    0.00    0.00    0.00  401.60
14:49:50.08    0.00 -109.25    0.00    0.00    0.00  401.60
14:49:56.07    4.08 -109.66    0.00    0.00    0.00  401.60
14:50:02.08   10.09  -63.38    0.00    0.00    0.00  401.60
14:50:08.07   16.08  -64.21    0.00    0.00    0.00  401.60
14:50:14.08   22.08  -65.04    0.00    0.00    0.00  401.60
14:50:20.06   28.07  -68.34    0.00    0.00    0.00  401.60
14:50:26.08   34.09  -70.00    0.00    0.00    0.00  401.60
14:50:32.06   40.07  -74.54    0.00    0.00    0.00  401.60
14:50:38.07   46.08  -75.78    0.00    0.00    0.00  401.60
14:50:44.06   52.07  -73.71    0.00    0.00    0.00  401.60
14:50:50.07   58.08  -75.78    0.00    0.00    0.00  401.60
14:50:56.06   64.07  -77.43    0.00    0.00    0.00  401.60
14:51:02.07   70.07  -80.74    0.00    0.00    0.00  401.60
14:51:08.06   76.07  -81.57    0.00    0.00    0.00  401.60
14:51:14.07   82.08  -81.57    0.00    0.00    0.00  401.60
14:51:20.07   88.08  -80.74    0.00    0.00    0.00  401.60
14:51:26.06   94.07  -80.74    0.00    0.00    0.00  401.60
14:51:32.07  100.08  -83.22    0.00    0.00    0.00  401.60
14:51:38.05  106.06  -83.63    0.00    0.00    0.00  401.60
14:51:44.06  112.07  -84.04    0.00    0.00    0.00  401.60
14:51:50.06  118.07  -85.28    0.00    0.00    0.00  401.60
14:51:56.06  124.07  -84.87    0.00    0.00    0.00  401.60
14:52:02.06  130.07  -83.63    0.00    0.00    0.00  401.60
14:52:08.07  136.08  -84.87    0.00    0.00    0.00  401.60
14:52:14.07  142.08  -84.04    0.00    0.00    0.00  401.60
14:52:20.07  148.08  -84.46    0.00    0.00    0.00  401.60
14:52:26.07  154.07  -84.04    0.00    0.00    0.00  401.60
14:52:32.07  160.08  -84.04    0.00    0.00    0.00  401.60
14:52:38.06  166.07  -82.81    0.00    0.00    0.00  401.60
14:52:44.07  172.08  -84.87    0.00    0.00    0.00  401.60
14:52:50.07  178.08  -86.52    0.00    0.00    0.00  401.60
14:52:56.07  184.08  -84.46    0.00    0.00    0.00  401.60
14:53:02.06  190.07  -87.35    0.00    0.00    0.00  401.60
14:53:08.07  196.08  -88.18    0.00    0.00    0.00  401.60
14:53:14.06  202.07  -86.94    0.00    0.00    0.00  401.60
14:53:20.07  208.08  -86.94    0.00    0.00    0.00  401.60
14:53:26.06  214.07  -87.35    0.00    0.00    0.00  401.60
14:53:32.07  220.08  -86.11    0.00    0.00    0.00  401.60
14:53:38.06  226.07  -85.70    0.00    0.00    0.00  401.60
14:53:44.07  232.08  -85.28    0.00    0.00    0.00  401.60
14:53:50.07  238.08  -86.11    0.00    0.00    0.00  401.60
14:53:56.06  244.07  -86.11    0.00    0.00    0.00  401.60
14:54:02.06  250.07  -84.87    0.00    0.00    0.00  401.60
14:54:08.08  256.09  -86.11    0.00    0.00    0.00  401.60
14:54:14.06  262.07  -87.35    0.00    0.00    0.00  401.60
14:54:20.08  268.09  -89.00    0.00    0.00    0.00  401.60
14:54:26.07  274.08  -86.52    0.00    0.00    0.00  401.60
14:54:32.08  280.09  -86.52    0.00    0.00    0.00  401.60
14:54:38.06  286.07  -87.35    0.00    0.00    0.00  401.60
14:54:44.07  292.08  -87.35    0.00    0.00    0.00  401.60
14:54:50.07  298.07  -87.76    0.00    0.00    0.00  401.60
14:54:56.08  304.09  -88.18    0.00    0.00    0.00  401.60
14:55:02.07  310.08  -88.59    0.00    0.00    0.00  401.60
14:55:08.08  316.08  -90.24    0.00    0.00    0.00  401.60
14:55:14.07  322.08  -88.18    0.00    0.00    0.00  401.60
14:55:20.07  328.08  -88.18    0.00    0.00    0.00  401.60
14:55:26.07  334.08  -94.79    0.00    0.00    0.00  401.60
14:55:32.07  340.08  -89.00    0.00    0.00    0.00  401.60
14:55:38.07  346.08  -89.00    0.00    0.00    0.00  401.60
14:55:44.07  352.08  -89.42    0.00    0.00    0.00  401.60
14:55:50.07  358.08  -95.20    0.00    0.00    0.00  401.60
14:55:56.08  364.09  -91.90    0.00    0.00    0.00  401.60
14:56:02.07  370.08  -90.66    0.00    0.00    0.00  401.60
14:56:08.07  376.07  -88.59    0.00    0.00    0.00  401.60
14:56:14.06  382.07  -88.59    0.00    0.00    0.00  401.60
14:56:20.05  388.06  -87.76    0.00    0.00    0.00  401.60
14:56:26.07  394.07  -90.66    0.00    0.00    0.00  401.60
14:56:32.07  400.07  -90.66    0.00    0.00    0.00  401.60
14:56:38.07  406.08  -91.90    0.00    0.00    0.00  401.60
14:56:44.07  412.07  -91.48    0.00    0.00    0.00  401.60
14:56:50.08  418.09  -88.59    0.00    0.00    0.00  401.60
14:56:56.06  424.07  -90.24    0.00    0.00    0.00  401.60
14:57:02.08  430.09  -91.07    0.00    0.00    0.00  401.60
14:57:08.07  436.08  -90.24    0.00    0.00    0.00  401.60
14:57:14.07  442.08  -90.24    0.00    0.00    0.00  401.60
14:57:20.06  448.07  -90.24    0.00    0.00    0.00  401.60
14:57:26.07  454.08  -94.38    0.00    0.00    0.00  401.60
14:57:32.07  460.08  -92.72    0.00    0.00    0.00  401.60
14:57:38.07  466.08  -91.07    0.00    0.00    0.00  401.60
14:57:44.06  472.07  -92.72    0.00    0.00    0.00  401.60
14:57:50.07  478.08  -91.48    0.00    0.00    0.00  401.60
14:57:56.06  484.07  -91.90    0.00    0.00    0.00  401.60
14:58:02.07  490.08  -93.55    0.00    0.00    0.00  401.60
14:58:08.06  496.07  -91.90    0.00    0.00    0.00  401.60
14:58:14.07  502.08  -91.90    0.00    0.00    0.00  401.60
14:58:20.07  508.07  -93.14    0.00    0.00    0.00  401.60
14:58:26.08  514.09  -92.72    0.00    0.00    0.00  401.60
14:58:32.07  520.08  -90.66    0.00    0.00    0.00  401.60
14:58:38.08  526.09  -91.07    0.00    0.00    0.00  401.60
14:58:44.07  532.07  -93.14    0.00    0.00    0.00  401.60
14:58:50.07  538.08  -93.14    0.00    0.00    0.00  401.60
14:58:56.07  544.07  -93.14    0.00    0.00    0.00  401.60
14:59:02.07  550.08  -91.07    0.00    0.00    0.00  401.60
14:59:08.06  556.07  -91.48    0.00    0.00    0.00  401.60
14:59:14.09  562.10  -95.62    0.00    0.00    0.00  401.60
14:59:20.07  568.08  -93.96    0.00    0.00    0.00  401.60
14:59:26.08  574.09  -92.72    0.00    0.00    0.00  401.60
14:59:32.07  580.07  -98.51    0.00    0.00    0.00  401.60
14:59:38.07  586.08  -93.14    0.00    0.00    0.00  401.60
14:59:44.07  592.08  -96.03    0.00    0.00    0.00  401.60
14:59:50.07  598.08  -93.96    0.00    0.00    0.00  401.60
14:59:56.07  604.08  -95.62    0.00    0.00    0.00  401.60
15:00:02.08  610.09  -99.33    0.00    0.00    0.00  401.60
15:00:08.07  616.07  -91.90    0.00    0.00    0.00  401.60
15:00:14.08  622.09  -91.48    0.00    0.00    0.00  401.60
15:00:20.07  628.08  -92.72    0.00    0.00    0.00  401.60
15:00:26.08  634.09  -93.55    0.00    0.00    0.00  401.60
15:00:32.06  640.07  -92.31    0.00    0.00    0.00  401.60
15:00:38.07  646.08  -93.96    0.00    0.00    0.00  401.60
15:00:44.07  652.08  -92.72    0.00    0.00    0.00  401.60
15:00:50.07  658.07  -92.31    0.00    0.00    0.00  401.60
15:00:56.06  664.07  -92.72    0.00    0.00    0.00  401.60
15:01:02.06  670.07  -93.96    0.00    0.00    0.00  401.60
15:01:08.07  676.08  -97.27    0.00    0.00    0.00  401.60
15:01:14.07  682.07  -95.62    0.00    0.00    0.00  401.60
15:01:20.07  688.08  -94.79    0.00    0.00    0.00  401.60
15:01:26.06  694.07  -93.96    0.00    0.00    0.00  401.60
15:01:32.08  700.09  -93.55    0.00    0.00    0.00  401.60
15:01:38.09  706.09  -93.55    0.00    0.00    0.00  401.60
15:01:44.08  712.09  -93.96    0.00    0.00    0.00  401.60
15:01:50.06  718.07  -93.55    0.00    0.00    0.00  401.60
15:01:56.07  724.08  -95.20    0.00    0.00    0.00  401.60
15:02:02.05  730.06  -95.20    0.00    0.00    0.00  401.60
15:02:08.06  736.07  -98.51    0.00    0.00    0.00  401.60
15:02:14.07  742.08  -95.20    0.00    0.00    0.00  401.60
15:02:20.06  748.07  -94.38    0.00    0.00    0.00  401.60
15:02:26.07  754.08  -97.27    0.00    0.00    0.00  401.60
15:02:32.07  760.08  -95.20    0.00    0.00    0.00  401.60
15:02:38.07  766.07  -96.85    0.00    0.00    0.00  401.60
15:02:44.07  772.08  -96.44    0.00    0.00    0.00  401.60
15:02:50.07  778.08  -95.62    0.00    0.00    0.00  401.60
15:02:56.08  784.09  -95.20    0.00    0.00    0.00  401.60
15:03:02.07  790.07  -97.27    0.00    0.00    0.00  401.60
15:03:08.07  796.08  -96.03    0.00    0.00    0.00  401.60
15:03:14.07  802.07  -93.96    0.00    0.00    0.00  401.60
15:03:20.06  808.07  -94.79    0.00    0.00    0.00  401.60
15:03:26.06  814.07  -94.79    0.00    0.00    0.00  401.60
15:03:32.07  820.08  -97.27    0.00    0.00    0.00  401.60
15:03:38.06  826.07  -98.51    0.00    0.00    0.00  401.60
15:03:44.07  832.08  -99.33    0.00    0.00    0.00  401.60
15:03:50.08  838.09  -95.62    0.00    0.00    0.00  401.60
15:03:56.07  844.07  -95.62    0.00    0.00    0.00  401.60
15:04:02.07  850.08  -96.85    0.00    0.00    0.00  401.60
15:04:08.08  856.09  -94.79    0.00    0.00    0.00  401.60
15:04:14.07  862.08  -94.79    0.00    0.00    0.00  401.60
15:04:20.08  868.09  -99.33    0.00    0.00    0.00  401.60
15:04:26.06  874.07  -98.92    0.00    0.00    0.00  401.60
15:04:32.06  880.07  -94.79    0.00    0.00    0.00  401.60
15:04:38.07  886.08  -95.62    0.00    0.00    0.00  401.60
15:04:44.05  892.06  -95.20    0.00    0.00    0.00  401.60
15:04:50.07  898.08  -96.03    0.00    0.00    0.00  401.60
15:04:56.12  904.13  -97.27    0.00    0.00    0.00  401.60
15:05:02.06  910.07  -99.33    0.00    0.00    0.00  401.60
15:05:07.90  915.91  -97.27    0.00    0.00    0.00  401.60
15:05:14.07  922.08  -94.79    0.00    0.00    0.00  401.60
15:05:20.06  928.07  -99.75    0.00    0.00    0.00  401.60
15:05:26.06  934.07  -96.44    0.00    0.00    0.00  401.60
15:05:32.07  940.08  -97.27    0.00    0.00    0.00  401.60
15:05:38.08  946.09  -96.44    0.00    0.00    0.00  401.60
15:05:44.06  952.07  -95.20    0.00    0.00    0.00  401.60
15:05:50.07  958.08 -109.66    0.00    0.00    0.00  401.60
15:05:56.06  964.07 -110.08    0.00    0.00    0.00  401.60
15:06:02.07  970.08 -110.08    0.00    0.00    0.00  401.60
15:06:08.06  976.07 -109.66    0.00    0.00    0.00  401.60
Data Type/Data Channel:            AVAPS SOUNDING DATA, Channel 1
Project Name/Mission ID:           PERCUSION, 20240926
Aircraft Type/ID:                  HALO, D ADLR
Launch Time (y,m,d,h,m,s):         2024-09-26, 14:49:52
Sounding Name:                     cse01
Sonde ID/Type/Rev/Built/Sensors:   233340720, 3, A2, 20231010T171327Z, RSS421,NEO-M8Q-0-10
Sonde Freq/Batt/Firmware/Shutoff:   401.60 MHz,  5.7 v,     2.11,   32768 sec, 
Sonde Baseline Errors (p,t,h1,h2):    0.0 mb,    0.0 C,     0.0 %,    0.0 %
Sonde Dynamic Errors  (p,t,h):        0.0 mb,    0.0 C,     0.0 %
Pre-launch Obs Data System/Time:   IWGADTS Format (IWG1), 14:49:52
Pre-launch Obs (p,t,d,h):           171.5 mb,  -60.8 C,  -999.0 C, -999.0 %
Pre-launch Obs (wd,ws):             -114.0 deg,  19.0 m/s
Pre-launch Obs (lon,lat,alt):       -54.301934 deg,  11.131896 deg, 13780.4 m, (054 18.1160'W, 11 07.9138'N)
Operator Name/Comments:            Nina Robbins, none
Standard Comments:                 Good Drop
Software Version 4.1.0 - 2018-05-08; Adds:
Format Version NOAA 1.7 - 2010 Apr 17; Adds: 0.25 second winds
Met/Wind Offset: ptu data leads wind data by  0.00 sec
