AVAPS-T07 STA 234020777 240813 174401.27
AVAPS-T07 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-T07 COM   Sonde    Date    Time     Press   Temp   Humid  Dir    Spd    Veloc  Longitude   Latitude  Altitude Wnd   RH1    RH2  Snd Error Altitude
AVAPS-T07 COM    ID     yymmdd hhmmss.ss   (mb)  (degC)   (%)   (deg)  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat   (%)    (%)  Sat (m/s)    (m)  
AVAPS-T07 COM --------- ------ --------- ------- ------ ------ ------ ------ ------ ----------- ---------- -------- --- ------ ------ --- ----- --------
AVAPS-D07 P10 234020777 240813 174749.75 9999.00  99.00 999.00 159.18 233.52  -0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174750.00  856.15  20.71  12.71 159.10 233.74   0.74  -22.179958   6.425643 99999.00  10  12.71 999.00  10  0.16 13859.57
AVAPS-D07 P10 234020777 240813 174750.25 9999.00  99.00 999.00 159.24 233.55   0.71  999.000000  99.000000 99999.00  10 999.00 999.00  10  1.49 99999.00
AVAPS-D07 P00 234020777 240813 174750.50  856.12  20.71  12.75 159.09 233.79   0.32  -22.180333   6.426629 99999.00  10  12.75 999.00  10  0.26 13859.82
AVAPS-D07 P10 234020777 240813 174750.75 9999.00  99.00 999.00 159.05 233.77   0.27  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.20 99999.00
AVAPS-D07 P00 234020777 240813 174751.00  856.01  20.72  12.69 159.02 233.72  -0.12  -22.180710   6.427614 99999.00  10  12.69 999.00  10  0.19 13859.90
AVAPS-D07 P10 234020777 240813 174751.25 9999.00  99.00 999.00 158.99 233.84   0.19  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.19 99999.00
AVAPS-D07 P00 234020777 240813 174751.50  856.10  20.71  12.70 158.96 233.86   0.25  -22.181088   6.428598 99999.00  10  12.70 999.00  10  0.17 13859.89
AVAPS-D07 P10 234020777 240813 174751.75 9999.00  99.00 999.00 158.93 233.88   0.27  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174752.00  855.99  20.72  12.71 158.91 233.85  -0.03  -22.181468   6.429583 99999.00  10  12.71 999.00  10  0.13 13859.99
AVAPS-D07 P10 234020777 240813 174752.25 9999.00  99.00 999.00 158.95 233.76  -0.80  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D07 P00 234020777 240813 174752.50  855.84  20.72  12.70 158.81 234.02   0.59  -22.181848   6.430567 99999.00   9  12.70 999.00   9  0.16 13859.95
AVAPS-D07 P10 234020777 240813 174752.75 9999.00  99.00 999.00 158.83 233.96   0.57  999.000000  99.000000 99999.00  10 999.00 999.00  10  1.11 99999.00
AVAPS-D07 P00 234020777 240813 174753.00  856.05  20.72  12.72 158.78 234.05   0.48  -22.182229   6.431551 99999.00  10  12.72 999.00  10  0.24 13860.06
AVAPS-D07 P10 234020777 240813 174753.25 9999.00  99.00 999.00 158.78 234.03   0.42  999.000000  99.000000 99999.00  10 999.00 999.00  10  1.06 99999.00
AVAPS-D07 P00 234020777 240813 174753.50  855.88  20.72  12.70 158.74 234.08   0.30  -22.182612   6.432535 99999.00  10  12.70 999.00  10  0.13 13860.07
AVAPS-D07 P10 234020777 240813 174753.75 9999.00  99.00 999.00 158.71 234.09   0.25  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174754.00  855.92  20.73  12.70 158.68 234.13   0.32  -22.182996   6.433519 99999.00  10  12.70 999.00  10  0.13 13859.95
AVAPS-D07 P10 234020777 240813 174754.25 9999.00  99.00 999.00 158.65 234.17   0.34  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174754.50  855.77  20.73  12.71 158.64 234.18   0.34  -22.183380   6.434503 99999.00  10  12.71 999.00  10  0.13 13860.00
AVAPS-D07 P10 234020777 240813 174754.75 9999.00  99.00 999.00 158.62 234.21   0.32  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174755.00  855.83  20.73  12.70 158.59 234.24   0.34  -22.183765   6.435486 99999.00  10  12.70 999.00  10  0.13 13860.12
AVAPS-D07 P10 234020777 240813 174755.25 9999.00  99.00 999.00 158.57 234.24   0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174755.50  855.80  20.73  12.69 158.54 234.28   0.26  -22.184152   6.436470 99999.00  10  12.69 999.00  10  0.13 13860.17
AVAPS-D07 P10 234020777 240813 174755.75 9999.00  99.00 999.00 158.51 234.34   0.24  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174756.00  855.99  20.73  12.70 158.48 234.36   0.24  -22.184539   6.437453 99999.00  10  12.70 999.00  10  0.13 13860.26
AVAPS-D07 P10 234020777 240813 174756.25 9999.00  99.00 999.00 158.46 234.36   0.23  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174756.50  855.86  20.73  12.69 158.45 234.40   0.23  -22.184927   6.438437 99999.00  10  12.69 999.00  10  0.13 13860.31
AVAPS-D07 P10 234020777 240813 174756.75 9999.00  99.00 999.00 158.42 234.41   0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174757.00  855.95  20.74  12.69 158.38 234.47   0.18  -22.185316   6.439420 99999.00  10  12.69 999.00  10  0.13 13860.34
AVAPS-D07 P10 234020777 240813 174757.25 9999.00  99.00 999.00 158.37 234.46   0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174757.50  855.85  20.74  12.69 158.33 234.50   0.17  -22.185706   6.440403 99999.00  10  12.69 999.00  10  0.13 13860.41
AVAPS-D07 P10 234020777 240813 174757.75 9999.00  99.00 999.00 158.31 234.52   0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174758.00  855.88  20.74  12.69 158.29 234.56   0.05  -22.186097   6.441386 99999.00  10  12.69 999.00  10  0.13 13860.48
AVAPS-D07 P10 234020777 240813 174758.25 9999.00  99.00 999.00 158.27 234.58   0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174758.50  856.11  20.74  12.70 158.25 234.61   0.02  -22.186488   6.442370 99999.00  10  12.70 999.00  10  0.13 13860.49
AVAPS-D07 P10 234020777 240813 174758.75 9999.00  99.00 999.00 158.23 234.64  -0.04  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174759.00  855.92  20.74  12.71 158.20 234.68  -0.00  -22.186881   6.443353 99999.00  10  12.71 999.00  10  0.13 13860.51
AVAPS-D07 P10 234020777 240813 174759.25 9999.00  99.00 999.00 158.19 234.72  -0.01  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174759.50  855.88  20.74  12.71 158.16 234.75  -0.08  -22.187274   6.444336 99999.00  10  12.71 999.00  10  0.13 13860.50
AVAPS-D07 P10 234020777 240813 174759.75 9999.00  99.00 999.00 158.15 234.77  -0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174800.00  855.86  20.74  12.70 158.12 234.80  -0.17  -22.187668   6.445319 99999.00  10  12.70 999.00  10  0.13 13860.40
AVAPS-D07 P10 234020777 240813 174800.25 9999.00  99.00 999.00 158.10 234.82  -0.27  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174800.50  855.98  20.74  12.70 158.07 234.86  -0.30  -22.188063   6.446302 99999.00  10  12.70 999.00  10  0.13 13860.26
AVAPS-D07 P10 234020777 240813 174800.75 9999.00  99.00 999.00 158.06 234.89  -0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174801.00  855.92  20.74  12.71 158.03 234.93  -0.31  -22.188459   6.447285 99999.00  10  12.71 999.00  10  0.13 13860.10
AVAPS-D07 P10 234020777 240813 174801.25 9999.00  99.00 999.00 158.00 234.95  -0.35  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174801.50  855.98  20.74  12.74 157.98 234.99  -0.34  -22.188855   6.448268 99999.00  10  12.74 999.00  10  0.13 13859.94
AVAPS-D07 P10 234020777 240813 174801.75 9999.00  99.00 999.00 157.95 235.02  -0.39  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174802.00  855.96  20.75  12.69 157.93 235.04  -0.43  -22.189253   6.449251 99999.00  10  12.69 999.00  10  0.13 13859.76
AVAPS-D07 P10 234020777 240813 174802.25 9999.00  99.00 999.00 157.90 235.10  -0.38  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174802.50  855.85  20.75  12.69 157.87 235.13  -0.39  -22.189652   6.450234 99999.00  10  12.69 999.00  10  0.13 13859.58
AVAPS-D07 P10 234020777 240813 174802.75 9999.00  99.00 999.00 157.84 235.19  -0.39  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174803.00  855.85  20.74  12.69 157.82 235.20  -0.45  -22.190052   6.451216 99999.00  10  12.69 999.00  10  0.13 13859.39
AVAPS-D07 P10 234020777 240813 174803.25 9999.00  99.00 999.00 157.80 235.24  -0.36  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174803.50  855.97  20.75  12.71 157.77 235.26  -0.43  -22.190453   6.452199 99999.00  10  12.71 999.00  10  0.13 13859.21
AVAPS-D07 P10 234020777 240813 174803.75 9999.00  99.00 999.00 157.74 235.30  -0.34  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174804.00  856.06  20.75  12.72 157.72 235.35  -0.26  -22.190854   6.453181 99999.00  10  12.72 999.00  10  0.13 13859.04
AVAPS-D07 P10 234020777 240813 174804.25 9999.00  99.00 999.00 157.69 235.40  -0.26  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174804.50  855.92  20.75  12.71 157.67 235.41  -0.27  -22.191257   6.454164 99999.00  10  12.71 999.00  10  0.13 13858.92
AVAPS-D07 P10 234020777 240813 174804.75 9999.00  99.00 999.00 157.66 235.41  -0.26  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174805.00  855.82  20.75  12.68 157.63 235.45  -0.21  -22.191661   6.455146 99999.00  10  12.68 999.00  10  0.13 13858.85
AVAPS-D07 P10 234020777 240813 174805.25 9999.00  99.00 999.00 157.61 235.45  -0.16  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174805.50  855.96  20.75  12.71 157.59 235.48  -0.09  -22.192066   6.456128 99999.00  10  12.71 999.00  10  0.13 13858.85
AVAPS-D07 P10 234020777 240813 174805.75 9999.00  99.00 999.00 157.55 235.55  -0.01  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174806.00  855.82  20.75  12.70 157.54 235.52  -0.00  -22.192471   6.457110 99999.00  10  12.70 999.00  10  0.13 13858.91
AVAPS-D07 P10 234020777 240813 174806.25 9999.00  99.00 999.00 157.52 235.59   0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174806.50  855.89  20.75  12.69 157.49 235.58   0.16  -22.192877   6.458092 99999.00  10  12.69 999.00  10  0.13 13858.99
AVAPS-D07 P10 234020777 240813 174806.75 9999.00  99.00 999.00 157.48 235.60   0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174807.00  855.95  20.75  12.72 157.45 235.61   0.23  -22.193285   6.459074 99999.00  10  12.72 999.00  10  0.13 13859.14
AVAPS-D07 P10 234020777 240813 174807.25 9999.00  99.00 999.00 157.41 235.66   0.36  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174807.50  855.95  20.75  12.69 157.39 235.70   0.41  -22.193693   6.460056 99999.00  10  12.69 999.00  10  0.13 13859.35
AVAPS-D07 P10 234020777 240813 174807.75 9999.00  99.00 999.00 157.36 235.70   0.45  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174808.00  855.92  20.75  12.72 157.34 235.75   0.57  -22.194102   6.461037 99999.00  10  12.72 999.00  10  0.13 13859.60
AVAPS-D07 P10 234020777 240813 174808.25 9999.00  99.00 999.00 157.31 235.77   0.52  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174808.50  855.77  20.76  12.71 157.28 235.78   0.51  -22.194512   6.462019 99999.00  10  12.71 999.00  10  0.13 13859.86
AVAPS-D07 P10 234020777 240813 174808.75 9999.00  99.00 999.00 157.26 235.76   0.51  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174809.00  856.01  20.75  12.69 157.23 235.80   0.52  -22.194923   6.463000 99999.00  10  12.69 999.00  10  0.13 13860.15
AVAPS-D07 P10 234020777 240813 174809.25 9999.00  99.00 999.00 157.20 235.86   0.51  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174809.50  855.85  20.76  12.71 157.18 235.84   0.47  -22.195335   6.463980 99999.00  10  12.71 999.00  10  0.13 13860.41
AVAPS-D07 P10 234020777 240813 174809.75 9999.00  99.00 999.00 157.15 235.89   0.44  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174810.00  856.03  20.76  12.69 157.13 235.90   0.43  -22.195748   6.464961 99999.00  10  12.69 999.00  10  0.13 13860.62
AVAPS-D07 P10 234020777 240813 174810.25 9999.00  99.00 999.00 157.10 235.94   0.43  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174810.50  855.89  20.76  12.70 157.08 235.94   0.35  -22.196162   6.465941 99999.00  10  12.70 999.00  10  0.13 13860.86
AVAPS-D07 P10 234020777 240813 174810.75 9999.00  99.00 999.00 157.05 235.99   0.37  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174811.00  855.93  20.76  12.69 157.02 236.02   0.34  -22.196577   6.466922 99999.00  10  12.69 999.00  10  0.13 13861.04
AVAPS-D07 P10 234020777 240813 174811.25 9999.00  99.00 999.00 156.99 236.06   0.31  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174811.50  855.93  20.76  12.69 156.96 236.07   0.16  -22.196993   6.467902 99999.00  10  12.69 999.00  10  0.13 13861.20
AVAPS-D07 P10 234020777 240813 174811.75 9999.00  99.00 999.00 156.94 236.09   0.15  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174812.00  855.89  20.76  12.67 156.91 236.13   0.12  -22.197411   6.468882 99999.00  10  12.67 999.00  10  0.13 13861.29
AVAPS-D07 P10 234020777 240813 174812.25 9999.00  99.00 999.00 156.88 236.16   0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174812.50  855.88  20.76  12.68 156.86 236.18   0.06  -22.197829   6.469862 99999.00  10  12.68 999.00  10  0.13 13861.33
AVAPS-D07 P10 234020777 240813 174812.75 9999.00  99.00 999.00 156.83 236.22   0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174813.00  855.95  20.76  12.71 156.81 236.23   0.01  -22.198248   6.470841 99999.00  10  12.71 999.00  10  0.13 13861.33
AVAPS-D07 P10 234020777 240813 174813.25 9999.00  99.00 999.00 156.78 236.23  -0.04  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174813.50  855.93  20.76  12.69 156.74 236.28  -0.01  -22.198668   6.471821 99999.00  10  12.69 999.00  10  0.13 13861.32
AVAPS-D07 P10 234020777 240813 174813.75 9999.00  99.00 999.00 156.73 236.31  -0.07  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174814.00  855.94  20.76  12.69 156.70 236.37  -0.16  -22.199089   6.472800 99999.00  10  12.69 999.00  10  0.13 13861.26
AVAPS-D07 P10 234020777 240813 174814.25 9999.00  99.00 999.00 156.69 236.38  -0.25  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174814.50  855.93  20.76  12.72 156.66 236.42  -0.31  -22.199511   6.473780 99999.00  10  12.72 999.00  10  0.13 13861.11
AVAPS-D07 P10 234020777 240813 174814.75 9999.00  99.00 999.00 156.64 236.44  -0.49  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174815.00  855.94  20.76  12.69 156.62 236.45  -0.55  -22.199934   6.474759 99999.00  10  12.69 999.00  10  0.13 13860.88
AVAPS-D07 P10 234020777 240813 174815.25 9999.00  99.00 999.00 156.59 236.49  -0.61  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174815.50  855.95  20.77  12.68 156.56 236.52  -0.60  -22.200357   6.475738 99999.00  10  12.68 999.00  10  0.13 13860.59
AVAPS-D07 P10 234020777 240813 174815.75 9999.00  99.00 999.00 156.55 236.57  -0.60  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174816.00  855.94  20.77  12.70 156.52 236.59  -0.68  -22.200782   6.476717 99999.00  10  12.70 999.00  10  0.13 13860.25
AVAPS-D07 P10 234020777 240813 174816.25 9999.00  99.00 999.00 156.50 236.64  -0.77  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174816.50  855.76  20.77  12.68 156.47 236.68  -0.77  -22.201208   6.477696 99999.00  10  12.68 999.00  10  0.13 13859.86
AVAPS-D07 P10 234020777 240813 174816.75 9999.00  99.00 999.00 156.46 236.69  -0.87  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174817.00  856.09  20.76  12.71 156.42 236.69  -0.82  -22.201634   6.478675 99999.00  10  12.71 999.00  10  0.13 13859.42
AVAPS-D07 P10 234020777 240813 174817.25 9999.00  99.00 999.00 156.41 236.75  -0.77  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174817.50  855.94  20.77  12.68 156.39 236.79  -0.81  -22.202062   6.479653 99999.00  10  12.68 999.00  10  0.13 13859.03
AVAPS-D07 P10 234020777 240813 174817.75 9999.00  99.00 999.00 156.37 236.85  -0.75  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174818.00  856.12  20.77  12.70 156.33 236.86  -0.70  -22.202490   6.480632 99999.00  10  12.70 999.00  10  0.13 13858.66
AVAPS-D07 P10 234020777 240813 174818.25 9999.00  99.00 999.00 156.31 236.89  -0.65  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174818.50  855.90  20.77  12.69 156.29 236.93  -0.63  -22.202919   6.481611 99999.00  10  12.69 999.00  10  0.13 13858.30
AVAPS-D07 P10 234020777 240813 174818.75 9999.00  99.00 999.00 156.28 236.96  -0.64  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174819.00  856.04  20.77  12.69 156.26 236.96  -0.61  -22.203349   6.482590 99999.00  10  12.69 999.00  10  0.13 13857.98
AVAPS-D07 P10 234020777 240813 174819.25 9999.00  99.00 999.00 156.24 236.99  -0.55  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174819.50  855.91  20.77  12.71 156.22 237.00  -0.55  -22.203780   6.483568 99999.00  10  12.71 999.00  10  0.13 13857.66
AVAPS-D07 P10 234020777 240813 174819.75 9999.00  99.00 999.00 156.19 237.04  -0.49  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174820.00  855.98  20.77  12.69 156.16 237.07  -0.37  -22.204211   6.484547 99999.00  10  12.69 999.00  10  0.13 13857.42
AVAPS-D07 P10 234020777 240813 174820.25 9999.00  99.00 999.00 156.14 237.10  -0.35  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174820.50  856.09  20.77  12.69 156.12 237.10  -0.34  -22.204644   6.485525 99999.00  10  12.69 999.00  10  0.13 13857.24
AVAPS-D07 P10 234020777 240813 174820.75 9999.00  99.00 999.00 156.09 237.17  -0.35  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174821.00  856.01  20.77  12.70 156.05 237.20  -0.34  -22.205078   6.486503 99999.00  10  12.70 999.00  10  0.14 13857.05
AVAPS-D07 P10 234020777 240813 174821.25 9999.00  99.00 999.00 156.02 237.20  -0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174821.50  856.14  20.78  12.67 156.00 237.21  -0.27  -22.205513   6.487481 99999.00  10  12.67 999.00  10  0.14 13856.86
AVAPS-D07 P10 234020777 240813 174821.75 9999.00  99.00 999.00 155.97 237.26  -0.22  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174822.00  856.07  20.77  12.69 155.94 237.28  -0.19  -22.205948   6.488458 99999.00  10  12.69 999.00  10  0.14 13856.71
AVAPS-D07 P10 234020777 240813 174822.25 9999.00  99.00 999.00 155.91 237.30  -0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174822.50  856.20  20.77  12.68 155.88 237.30  -0.24  -22.206385   6.489435 99999.00  10  12.68 999.00  10  0.14 13856.60
AVAPS-D07 P10 234020777 240813 174822.75 9999.00  99.00 999.00 155.84 237.37  -0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174823.00  856.24  20.77  12.70 155.81 237.37  -0.14  -22.206823   6.490412 99999.00  10  12.70 999.00  10  0.14 13856.48
AVAPS-D07 P10 234020777 240813 174823.25 9999.00  99.00 999.00 155.78 237.38  -0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174823.50  856.44  20.78  12.69 155.74 237.45  -0.16  -22.207263   6.491389 99999.00  10  12.69 999.00  10  0.14 13856.39
AVAPS-D07 P10 234020777 240813 174823.75 9999.00  99.00 999.00 155.72 237.47  -0.14  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174824.00  856.30  20.78  12.70 155.69 237.46  -0.19  -22.207703   6.492366 99999.00  10  12.70 999.00  10  0.14 13856.28
AVAPS-D07 P10 234020777 240813 174824.25 9999.00  99.00 999.00 155.66 237.51  -0.26  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174824.50  856.48  20.78  12.71 155.63 237.55  -0.16  -22.208145   6.493342 99999.00  10  12.71 999.00  10  0.14 13856.12
AVAPS-D07 P10 234020777 240813 174824.75 9999.00  99.00 999.00 155.60 237.57  -0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174825.00  856.48  20.78  12.69 155.57 237.58  -0.04  -22.208587   6.494318 99999.00  10  12.69 999.00  10  0.14 13856.04
AVAPS-D07 P10 234020777 240813 174825.25 9999.00  99.00 999.00 155.55 237.59  -0.20  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174825.50  856.49  20.78  12.68 155.53 237.63  -0.21  -22.209031   6.495294 99999.00  10  12.68 999.00  10  0.14 13855.96
AVAPS-D07 P10 234020777 240813 174825.75 9999.00  99.00 999.00 155.50 237.64  -0.24  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174826.00  856.57  20.79  12.68 155.48 237.69  -0.18  -22.209475   6.496269 99999.00  10  12.68 999.00  10  0.14 13855.86
AVAPS-D07 P10 234020777 240813 174826.25 9999.00  99.00 999.00 155.46 237.69  -0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174826.50  856.49  20.78  12.68 155.44 237.71  -0.21  -22.209921   6.497245 99999.00  10  12.68 999.00  10  0.14 13855.75
AVAPS-D07 P10 234020777 240813 174826.75 9999.00  99.00 999.00 155.41 237.76  -0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D07 P00 234020777 240813 174827.00  856.75  20.78  12.70 155.39 237.78  -0.10  -22.210367   6.498220 99999.00  10  12.70 999.00  10  0.13 13855.63
AVAPS-D07 P10 234020777 240813 174827.25 9999.00  99.00 999.00 155.37 237.77  -0.14  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174827.50  856.77  20.78  12.69 155.35 237.79  -0.09  -22.210814   6.499195 99999.00  10  12.69 999.00  10  0.13 13855.54
AVAPS-D07 P10 234020777 240813 174827.75 9999.00  99.00 999.00 155.33 237.81  -0.19  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174828.00  856.84  20.78  12.69 155.31 237.82  -0.17  -22.211261   6.500170 99999.00  10  12.69 999.00  10  0.13 13855.46
AVAPS-D07 P10 234020777 240813 174828.25 9999.00  99.00 999.00 155.29 237.84  -0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174828.50  856.85  20.79  12.70 155.25 237.89  -0.11  -22.211710   6.501145 99999.00  10  12.70 999.00  10  0.13 13855.38
AVAPS-D07 P10 234020777 240813 174828.75 9999.00  99.00 999.00 155.23 237.91  -0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D07 P00 234020777 240813 174829.00  856.78  20.79  12.67 155.22 237.90  -0.08  -22.212159   6.502120 99999.00  10  12.67 999.00  10  0.13 13855.29
AVAPS-D07 P10 234020777 240813 174829.25 9999.00  99.00 999.00 155.18 237.94  -0.07  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
