AVAPS-T04 STA 234030497 240813 172632.54
AVAPS-T04 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS
AVAPS-T04 COM   Sonde    Date    Time     Press   Temp   Humid  Dir    Spd    Veloc  Longitude   Latitude  Altitude Wnd   RH1    RH2  Snd Error Altitude
AVAPS-T04 COM    ID     yymmdd hhmmss.ss   (mb)  (degC)   (%)   (deg)  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat   (%)    (%)  Sat (m/s)    (m)
AVAPS-T04 COM --------- ------ --------- ------- ------ ------ ------ ------ ------ ----------- ---------- -------- --- ------ ------ --- ----- --------
AVAPS-D04 P10 234030497 240813 173202.00 9999.00  99.00 999.00 246.10 197.20  -0.08  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173202.25  856.46  21.22  11.37 246.07 197.26   0.12  -22.817190   4.904585 99999.00  11  11.37 999.00  11  0.14 13868.85
AVAPS-D04 P10 234030497 240813 173202.50 9999.00  99.00 999.00 246.05 197.24   0.22  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173202.75  856.40  21.22  11.38 246.05 197.23   0.05  -22.816379   4.904946 99999.00  11  11.38 999.00  11  0.14 13868.92
AVAPS-D04 P10 234030497 240813 173203.00 9999.00  99.00 999.00 246.03 197.23   0.08  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173203.25  856.42  21.22  11.37 246.01 197.19   0.12  -22.815568   4.905307 99999.00  11  11.37 999.00  11  0.14 13868.99
AVAPS-D04 P10 234030497 240813 173203.50 9999.00  99.00 999.00 246.00 197.21   0.01  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173203.75  856.39  21.22  11.36 245.99 197.21   0.03  -22.814757   4.905669 99999.00  11  11.36 999.00  11  0.14 13869.02
AVAPS-D04 P10 234030497 240813 173204.00 9999.00  99.00 999.00 245.97 197.17   0.04  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173204.25  856.43  21.22  11.36 245.95 197.16   0.09  -22.813947   4.906031 99999.00  11  11.36 999.00  11  0.14 13869.00
AVAPS-D04 P10 234030497 240813 173204.50 9999.00  99.00 999.00 245.94 197.17  -0.05  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173204.75  856.31  21.22  11.38 245.92 197.20  -0.06  -22.813137   4.906393 99999.00  11  11.38 999.00  11  0.14 13868.98
AVAPS-D04 P10 234030497 240813 173205.00 9999.00  99.00 999.00 245.91 197.17  -0.13  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173205.25  856.41  21.22  11.36 245.89 197.16  -0.16  -22.812327   4.906756 99999.00  11  11.36 999.00  11  0.14 13868.86
AVAPS-D04 P10 234030497 240813 173205.50 9999.00  99.00 999.00 245.87 197.18  -0.21  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173205.75  856.31  21.22  11.37 245.84 197.19  -0.16  -22.811517   4.907119 99999.00  11  11.37 999.00  11  0.14 13868.71
AVAPS-D04 P10 234030497 240813 173206.00 9999.00  99.00 999.00 245.82 197.19  -0.19  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173206.25  856.22  21.22  11.37 245.79 197.20  -0.23  -22.810708   4.907483 99999.00  11  11.37 999.00  11  0.14 13868.56
AVAPS-D04 P10 234030497 240813 173206.50 9999.00  99.00 999.00 245.76 197.19  -0.11  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173206.75  856.23  21.22  11.37 245.74 197.18  -0.02  -22.809899   4.907849 99999.00  11  11.37 999.00  11  0.14 13868.44
AVAPS-D04 P10 234030497 240813 173207.00 9999.00  99.00 999.00 245.70 197.21  -0.00  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173207.25  856.31  21.22  11.37 245.67 197.19   0.08  -22.809091   4.908215 99999.00  11  11.37 999.00  11  0.14 13868.39
AVAPS-D04 P10 234030497 240813 173207.50 9999.00  99.00 999.00 245.64 197.19   0.04  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173207.75  856.33  21.22  11.35 245.60 197.22   0.09  -22.808283   4.908582 99999.00  11  11.35 999.00  11  0.14 13868.39
AVAPS-D04 P10 234030497 240813 173208.00 9999.00  99.00 999.00 245.56 197.20   0.19  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173208.25  856.31  21.22  11.38 245.54 197.20   0.22  -22.807476   4.908950 99999.00  11  11.38 999.00  11  0.14 13868.45
AVAPS-D04 P10 234030497 240813 173208.50 9999.00  99.00 999.00 245.50 197.21   0.35  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173208.75  856.35  21.22  11.37 245.48 197.21   0.30  -22.806669   4.909319 99999.00  11  11.37 999.00  11  0.14 13868.58
AVAPS-D04 P10 234030497 240813 173209.00 9999.00  99.00 999.00 245.44 197.17   0.37  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173209.25  856.34  21.22  11.37 245.42 197.16   0.44  -22.805862   4.909688 99999.00  11  11.37 999.00  11  0.14 13868.74
AVAPS-D04 P10 234030497 240813 173209.50 9999.00  99.00 999.00 245.40 197.14   0.43  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173209.75  856.29  21.22  11.37 245.39 197.14   0.43  -22.805056   4.910059 99999.00  11  11.37 999.00  11  0.14 13868.91
AVAPS-D04 P10 234030497 240813 173210.00 9999.00  99.00 999.00 245.37 197.11   0.39  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173210.25  856.13  21.22  11.34 245.35 197.10   0.30  -22.804250   4.910429 99999.00  11  11.34 999.00  11  0.15 13869.03
AVAPS-D04 P10 234030497 240813 173210.50 9999.00  99.00 999.00 245.35 197.08   0.27  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173210.75  856.09  21.22  11.37 245.35 197.09   0.21  -22.803444   4.910800 99999.00  11  11.37 999.00  11  0.14 13869.14
AVAPS-D04 P10 234030497 240813 173211.00 9999.00  99.00 999.00 245.34 197.06   0.21  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173211.25  856.13  21.22  11.36 245.34 197.05   0.13  -22.802639   4.911171 99999.00  11  11.36 999.00  11  0.14 13869.22
AVAPS-D04 P10 234030497 240813 173211.50 9999.00  99.00 999.00 245.34 197.08   0.02  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173211.75  856.24  21.22  11.38 245.33 197.08  -0.05  -22.801833   4.911542 99999.00  11  11.38 999.00  11  0.14 13869.23
AVAPS-D04 P10 234030497 240813 173212.00 9999.00  99.00 999.00 245.33 197.07  -0.24  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173212.25  856.25  21.22  11.36 245.32 197.07  -0.23  -22.801027   4.911913 99999.00  11  11.36 999.00  11  0.15 13869.11
AVAPS-D04 P10 234030497 240813 173212.50 9999.00  99.00 999.00 245.32 197.07  -0.38  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173212.75  856.21  21.22  11.39 245.30 197.07  -0.48  -22.800221   4.912284 99999.00  11  11.39 999.00  11  0.15 13868.93
AVAPS-D04 P10 234030497 240813 173213.00 9999.00  99.00 999.00 245.29 197.06  -0.43  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173213.25  856.28  21.22  11.36 245.26 197.09  -0.41  -22.799416   4.912656 99999.00  11  11.36 999.00  11  0.14 13868.67
AVAPS-D04 P10 234030497 240813 173213.50 9999.00  99.00 999.00 245.24 197.11  -0.26  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173213.75  856.27  21.22  11.36 245.21 197.10  -0.29  -22.798611   4.913028 99999.00  11  11.36 999.00  11  0.14 13868.51
AVAPS-D04 P10 234030497 240813 173214.00 9999.00  99.00 999.00 245.17 197.13  -0.24  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173214.25  856.17  21.22  11.37 245.13 197.16  -0.15  -22.797806   4.913402 99999.00  11  11.37 999.00  11  0.14 13868.42
AVAPS-D04 P10 234030497 240813 173214.50 9999.00  99.00 999.00 245.09 197.17   0.05  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173214.75  856.22  21.22  11.38 245.04 197.18   0.09  -22.797002   4.913777 99999.00  11  11.38 999.00  11  0.15 13868.41
AVAPS-D04 P10 234030497 240813 173215.00 9999.00  99.00 999.00 245.00 197.19   0.15  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173215.25  856.14  21.22  11.38 244.95 197.18   0.30  -22.796198   4.914153 99999.00  11  11.38 999.00  11  0.15 13868.50
AVAPS-D04 P10 234030497 240813 173215.50 9999.00  99.00 999.00 244.91 197.22   0.44  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173215.75  856.25  21.22  11.36 244.87 197.18   0.48  -22.795395   4.914530 99999.00  11  11.36 999.00  11  0.14 13868.71
AVAPS-D04 P10 234030497 240813 173216.00 9999.00  99.00 999.00 244.84 197.16   0.57  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173216.25  856.21  21.22  11.37 244.81 197.19   0.58  -22.794592   4.914909 99999.00  11  11.37 999.00  11  0.14 13869.01
AVAPS-D04 P10 234030497 240813 173216.50 9999.00  99.00 999.00 244.79 197.17   0.62  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173216.75  856.32  21.22  11.37 244.77 197.13   0.61  -22.793790   4.915287 99999.00  11  11.37 999.00  11  0.14 13869.33
AVAPS-D04 P10 234030497 240813 173217.00 9999.00  99.00 999.00 244.76 197.13   0.53  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173217.25  856.28  21.22  11.37 244.74 197.10   0.57  -22.792988   4.915667 99999.00  11  11.37 999.00  11  0.15 13869.62
AVAPS-D04 P10 234030497 240813 173217.50 9999.00  99.00 999.00 244.74 197.07   0.39  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173217.75  856.22  21.22  11.37 244.74 197.06   0.34  -22.792186   4.916046 99999.00  11  11.37 999.00  11  0.14 13869.86
AVAPS-D04 P10 234030497 240813 173218.00 9999.00  99.00 999.00 244.75 197.07   0.27  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173218.25  856.10  21.22  11.37 244.74 197.07   0.21  -22.791384   4.916426 99999.00  11  11.37 999.00  11  0.14 13870.00
AVAPS-D04 P10 234030497 240813 173218.50 9999.00  99.00 999.00 244.74 197.05   0.17  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173218.75  856.01  21.22  11.36 244.73 197.03   0.10  -22.790583   4.916805 99999.00  11  11.36 999.00  11  0.14 13870.08
AVAPS-D04 P10 234030497 240813 173219.00 9999.00  99.00 999.00 244.73 197.05  -0.00  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173219.25  856.05  21.22  11.39 244.72 197.02  -0.11  -22.789781   4.917185 99999.00  11  11.39 999.00  11  0.15 13870.10
AVAPS-D04 P10 234030497 240813 173219.50 9999.00  99.00 999.00 244.72 197.06  -0.18  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173219.75  856.29  21.22  11.38 244.70 197.07  -0.21  -22.788980   4.917565 99999.00  11  11.38 999.00  11  0.14 13870.03
AVAPS-D04 P10 234030497 240813 173220.00 9999.00  99.00 999.00 244.69 197.06  -0.25  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173220.25  856.27  21.22  11.37 244.67 197.07  -0.26  -22.788178   4.917945 99999.00  11  11.37 999.00  11  0.14 13869.90
AVAPS-D04 P10 234030497 240813 173220.50 9999.00  99.00 999.00 244.64 197.10  -0.33  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173220.75  856.23  21.22  11.38 244.61 197.10  -0.34  -22.787377   4.918326 99999.00  11  11.38 999.00  11  0.14 13869.76
AVAPS-D04 P10 234030497 240813 173221.00 9999.00  99.00 999.00 244.59 197.14  -0.41  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173221.25  856.10  21.21  11.34 244.55 197.15  -0.35  -22.786576   4.918708 99999.00  11  11.34 999.00  11  0.14 13869.56
AVAPS-D04 P10 234030497 240813 173221.50 9999.00  99.00 999.00 244.51 197.16  -0.35  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173221.75  856.06  21.21  11.37 244.49 197.14  -0.39  -22.785776   4.919090 99999.00  11  11.37 999.00  11  0.14 13869.39
AVAPS-D04 P10 234030497 240813 173222.00 9999.00  99.00 999.00 244.46 197.16  -0.39  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173222.25  856.00  21.22  11.36 244.42 197.19  -0.37  -22.784975   4.919474 99999.00  11  11.36 999.00  11  0.14 13869.20
AVAPS-D04 P10 234030497 240813 173222.50 9999.00  99.00 999.00 244.40 197.18  -0.34  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173222.75  856.07  21.22  11.36 244.38 197.17  -0.33  -22.784175   4.919859 99999.00  11  11.36 999.00  11  0.14 13869.03
AVAPS-D04 P10 234030497 240813 173223.00 9999.00  99.00 999.00 244.36 197.19  -0.37  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173223.25  856.26  21.22  11.36 244.32 197.19  -0.25  -22.783376   4.920244 99999.00  11  11.36 999.00  11  0.14 13868.89
AVAPS-D04 P10 234030497 240813 173223.50 9999.00  99.00 999.00 244.32 197.20  -0.21  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173223.75  855.91  21.22  11.38 244.31 197.18  -0.18  -22.782576   4.920629 99999.00  11  11.38 999.00  11  0.15 13868.78
AVAPS-D04 P10 234030497 240813 173224.00 9999.00  99.00 999.00 244.30 197.16  -0.21  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173224.25  856.02  21.22  11.37 244.28 197.18  -0.18  -22.781777   4.921015 99999.00  11  11.37 999.00  11  0.14 13868.70
AVAPS-D04 P10 234030497 240813 173224.50 9999.00  99.00 999.00 244.25 197.21  -0.09  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173224.75  855.92  21.22  11.37 244.24 197.21  -0.19  -22.780978   4.921402 99999.00  11  11.37 999.00  11  0.14 13868.65
AVAPS-D04 P10 234030497 240813 173225.00 9999.00  99.00 999.00 244.22 197.20  -0.10  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P11 234030497 240813 173225.25 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D04 P11 234030497 240813 173225.50 9999.00  99.00 999.00 999.00 999.00  99.00  999.000000  99.000000 99999.00   0 999.00 999.00   0 99.00 99999.00
AVAPS-D04 P00 234030497 240813 173225.75  855.99  21.21  11.37 244.15 197.20  -0.10  -22.779381   4.922177 99999.00  11  11.37 999.00  11  0.14 13868.56
AVAPS-D04 P10 234030497 240813 173226.00 9999.00  99.00 999.00 244.14 197.19  -0.12  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173226.25  855.97  21.22  11.37 244.12 197.20  -0.16  -22.778582   4.922565 99999.00  11  11.37 999.00  11  0.14 13868.53
AVAPS-D04 P10 234030497 240813 173226.50 9999.00  99.00 999.00 244.09 197.21  -0.13  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173226.75  855.94  21.22  11.40 244.05 197.22   0.04  -22.777784   4.922953 99999.00  11  11.40 999.00  11  0.14 13868.43
AVAPS-D04 P10 234030497 240813 173227.00 9999.00  99.00 999.00 244.05 197.25  -0.22  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173227.25  856.03  21.22  11.36 244.04 197.21  -0.13  -22.776987   4.923343 99999.00  11  11.36 999.00  11  0.14 13868.43
AVAPS-D04 P10 234030497 240813 173227.50 9999.00  99.00 999.00 244.01 197.18   0.29  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173227.75  856.09  21.21  11.40 244.00 197.22   0.08  -22.776189   4.923732 99999.00  11  11.40 999.00  11  0.14 13868.43
AVAPS-D04 P10 234030497 240813 173228.00 9999.00  99.00 999.00 243.98 197.21  -0.17  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173228.25  855.99  21.22  11.37 243.96 197.20   0.06  -22.775392   4.924123 99999.00  11  11.37 999.00  11  0.14 13868.46
AVAPS-D04 P10 234030497 240813 173228.50 9999.00  99.00 999.00 243.94 197.21   0.06  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173228.75  856.07  21.22  11.37 243.91 197.21   0.11  -22.774595   4.924514 99999.00  11  11.37 999.00  11  0.14 13868.49
AVAPS-D04 P10 234030497 240813 173229.00 9999.00  99.00 999.00 243.91 197.20   0.04  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173229.25  855.99  21.22  11.37 243.88 197.22   0.11  -22.773798   4.924905 99999.00  11  11.37 999.00  11  0.14 13868.54
AVAPS-D04 P10 234030497 240813 173229.50 9999.00  99.00 999.00 243.84 197.22   0.09  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173229.75  856.03  21.22  11.35 243.83 197.23   0.05  -22.773002   4.925298 99999.00  11  11.35 999.00  11  0.14 13868.62
AVAPS-D04 P10 234030497 240813 173230.00 9999.00  99.00 999.00 243.81 197.24  -0.08  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173230.25  856.08  21.21  11.39 243.77 197.29   0.02  -22.772206   4.925690 99999.00  11  11.39 999.00  11  0.14 13868.64
AVAPS-D04 P10 234030497 240813 173230.50 9999.00  99.00 999.00 243.77 197.26   0.01  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173230.75  855.96  21.22  11.38 243.75 197.23  -0.04  -22.771410   4.926084 99999.00  11  11.38 999.00  11  0.14 13868.64
AVAPS-D04 P10 234030497 240813 173231.00 9999.00  99.00 999.00 243.72 197.24  -0.05  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173231.25  856.12  21.22  11.36 243.68 197.25   0.04  -22.770614   4.926478 99999.00  11  11.36 999.00  11  0.14 13868.64
AVAPS-D04 P10 234030497 240813 173231.50 9999.00  99.00 999.00 243.65 197.35   0.11  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.43 99999.00
AVAPS-D04 P00 234030497 240813 173231.75  856.04  21.22  11.37 243.65 197.20  -0.08  -22.769819   4.926873 99999.00  11  11.37 999.00  11  0.29 13868.66
AVAPS-D04 P10 234030497 240813 173232.00 9999.00  99.00 999.00 243.62 197.25  -0.17  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.17 99999.00
AVAPS-D04 P00 234030497 240813 173232.25  856.14  21.21  11.36 243.61 197.28  -0.13  -22.769023   4.927268 99999.00  11  11.36 999.00  11  0.14 13868.73
AVAPS-D04 P10 234030497 240813 173232.50 9999.00  99.00 999.00 243.59 197.27  -0.15  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173232.75  856.17  21.22  11.39 243.56 197.27  -0.02  -22.768228   4.927664 99999.00  11  11.39 999.00  11  0.14 13868.85
AVAPS-D04 P10 234030497 240813 173233.00 9999.00  99.00 999.00 243.54 197.28   0.02  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173233.25  855.98  21.21  11.37 243.53 197.28  -0.03  -22.767434   4.928061 99999.00  11  11.37 999.00  11  0.15 13869.02
AVAPS-D04 P10 234030497 240813 173233.50 9999.00  99.00 999.00 243.49 197.31   0.23  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173233.75  855.97  21.22  11.36 243.51 195.73  -1.52  -22.766641   4.928457 99999.00  11  11.36 999.00  11  0.80 13868.96
AVAPS-D04 P10 234030497 240813 173234.00 9999.00  99.00 999.00 243.47 196.82   0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.47 99999.00
AVAPS-D04 P00 234030497 240813 173234.25  856.16  21.22  11.38 243.45 197.26  -0.02  -22.765849   4.928853 99999.00   9  11.38 999.00   9  0.60 13868.84
AVAPS-D04 P10 234030497 240813 173234.50 9999.00  99.00 999.00 243.40 197.28   0.11  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.30 99999.00
AVAPS-D04 P00 234030497 240813 173234.75  855.90  21.21  11.37 243.38 197.32   0.04  -22.765055   4.929252 99999.00  11  11.37 999.00  11  0.17 13868.96
AVAPS-D04 P10 234030497 240813 173235.00 9999.00  99.00 999.00 243.37 197.32  -0.12  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.17 99999.00
AVAPS-D04 P00 234030497 240813 173235.25  856.03  21.22  11.38 243.36 197.36   0.09  -22.764261   4.929651 99999.00  11  11.38 999.00  11  0.17 13869.34
AVAPS-D04 P10 234030497 240813 173235.50 9999.00  99.00 999.00 243.35 197.46  -0.06  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.21 99999.00
AVAPS-D04 P00 234030497 240813 173235.75  855.91  21.21  11.38 243.30 197.32   0.17  -22.763467   4.930051 99999.00  11  11.38 999.00  11  0.19 13869.34
AVAPS-D04 P10 234030497 240813 173236.00 9999.00  99.00 999.00 243.34 197.35  -0.49  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.19 99999.00
AVAPS-D04 P00 234030497 240813 173236.25  855.82  21.21  11.38 243.26 197.43  -1.04  -22.762674   4.930451 99999.00  11  11.38 999.00  11  1.09 13869.40
AVAPS-D04 P10 234030497 240813 173236.50 9999.00  99.00 999.00 243.23 197.41   0.33  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.32 99999.00
AVAPS-D04 P00 234030497 240813 173236.75  855.96  21.22  11.39 243.23 197.36  -0.03  -22.761880   4.930852 99999.00  10  11.39 999.00  10  0.29 13869.64
AVAPS-D04 P10 234030497 240813 173237.00 9999.00  99.00 999.00 243.22 197.37   0.05  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.27 99999.00
AVAPS-D04 P00 234030497 240813 173237.25  856.01  21.22  11.35 243.19 197.39   0.24  -22.761088   4.931253 99999.00  11  11.35 999.00  11  0.24 13869.74
AVAPS-D04 P10 234030497 240813 173237.50 9999.00  99.00 999.00 243.19 197.35   0.07  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.19 99999.00
AVAPS-D04 P00 234030497 240813 173237.75  856.09  21.22  11.38 243.16 197.37   0.02  -22.760295   4.931655 99999.00  11  11.38 999.00  11  0.23 13869.79
AVAPS-D04 P10 234030497 240813 173238.00 9999.00  99.00 999.00 243.16 197.35  -0.03  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.48 99999.00
AVAPS-D04 P00 234030497 240813 173238.25  856.16  21.22  11.38 243.15 197.26  -0.31  -22.759503   4.932057 99999.00  11  11.38 999.00  11  0.47 13869.70
AVAPS-D04 P10 234030497 240813 173238.50 9999.00  99.00 999.00 243.12 197.35   0.04  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173238.75  856.00  21.21  11.37 243.12 197.38  -0.12  -22.758710   4.932457 99999.00  11  11.37 999.00  11  0.14 13868.45
AVAPS-D04 P10 234030497 240813 173239.00 9999.00  99.00 999.00 243.08 197.36   0.02  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173239.25  856.13  21.22  11.35 243.09 197.34  -0.13  -22.757918   4.932859 99999.00  11  11.35 999.00  11  0.14 13868.03
AVAPS-D04 P10 234030497 240813 173239.50 9999.00  99.00 999.00 243.00 197.46   0.78  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.15 99999.00
AVAPS-D04 P00 234030497 240813 173239.75  856.02  21.22  11.37 243.06 197.39  -0.30  -22.757127   4.933265 99999.00  11  11.37 999.00  11  0.14 13868.16
AVAPS-D04 P10 234030497 240813 173240.00 9999.00  99.00 999.00 243.04 197.40  -0.20  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173240.25  856.02  21.22  11.39 243.01 197.39  -0.10  -22.756336   4.933669 99999.00  11  11.39 999.00  11  0.14 13868.02
AVAPS-D04 P10 234030497 240813 173240.50 9999.00  99.00 999.00 243.01 197.43  -0.38  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173240.75  855.91  21.21  11.38 242.98 197.39  -0.28  -22.755545   4.934074 99999.00  11  11.38 999.00  11  0.14 13867.91
AVAPS-D04 P10 234030497 240813 173241.00 9999.00  99.00 999.00 242.96 197.45  -0.48  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D04 P00 234030497 240813 173241.25  856.02  21.22  11.36 242.92 197.44  -0.34  -22.754753   4.934479 99999.00  11  11.36 999.00  11  0.14 13867.61
AVAPS-D04 P10 234030497 240813 173241.50 9999.00  99.00 999.00 242.91 197.46  -0.48  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
