AVAPS-T08 STA 234030010 240813 174906.26
AVAPS-T08 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-D08 P00 234030010 240813 174921.00  857.86  20.51   9.85 149.80 241.02   0.13  -22.263604   6.600838 99999.00  10   9.85 999.00  10  0.14 13866.89
AVAPS-D08 P10 234030010 240813 174921.25 9999.00  99.00 999.00 149.77 241.04   0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174921.50  857.89  20.51   9.85 149.75 241.04   0.11  -22.264150   6.601778 99999.00  10   9.85 999.00  10  0.14 13866.78
AVAPS-D08 P10 234030010 240813 174921.75 9999.00  99.00 999.00 149.72 241.06   0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174922.00  857.65  20.52   9.84 149.71 241.03  -0.08  -22.264698   6.602717 99999.00  10   9.84 999.00  10  0.14 13866.72
AVAPS-D08 P10 234030010 240813 174922.25 9999.00  99.00 999.00 149.68 241.06  -0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174922.50  857.88  20.52   9.85 149.65 241.06  -0.06  -22.265247   6.603656 99999.00  10   9.85 999.00  10  0.14 13866.71
AVAPS-D08 P10 234030010 240813 174922.75 9999.00  99.00 999.00 149.63 241.08  -0.00  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174923.00  857.81  20.52   9.86 149.61 241.10   0.01  -22.265797   6.604595 99999.00  10   9.86 999.00  10  0.14 13866.68
AVAPS-D08 P10 234030010 240813 174923.25 9999.00  99.00 999.00 149.57 241.11  -0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174923.50  857.87  20.52   9.85 149.55 241.11  -0.11  -22.266347   6.605533 99999.00  10   9.85 999.00  10  0.14 13866.65
AVAPS-D08 P10 234030010 240813 174923.75 9999.00  99.00 999.00 149.53 241.12  -0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174924.00  857.79  20.53   9.84 149.50 241.16  -0.13  -22.266899   6.606470 99999.00  10   9.84 999.00  10  0.14 13866.57
AVAPS-D08 P10 234030010 240813 174924.25 9999.00  99.00 999.00 149.47 241.15  -0.24  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174924.50  857.87  20.52   9.82 149.45 241.14  -0.33  -22.267452   6.607408 99999.00  10   9.82 999.00  10  0.14 13866.57
AVAPS-D08 P10 234030010 240813 174924.75 9999.00  99.00 999.00 149.43 241.17  -0.36  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174925.00  857.78  20.53   9.83 149.39 241.21  -0.33  -22.268006   6.608345 99999.00  10   9.83 999.00  10  0.14 13866.47
AVAPS-D08 P10 234030010 240813 174925.25 9999.00  99.00 999.00 149.36 241.22  -0.41  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174925.50  857.77  20.53   9.85 149.35 241.21  -0.44  -22.268560   6.609282 99999.00  10   9.85 999.00  10  0.14 13866.28
AVAPS-D08 P10 234030010 240813 174925.75 9999.00  99.00 999.00 149.33 241.23  -0.47  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174926.00  857.84  20.53   9.84 149.30 241.24  -0.59  -22.269116   6.610218 99999.00  10   9.84 999.00  10  0.14 13866.01
AVAPS-D08 P10 234030010 240813 174926.25 9999.00  99.00 999.00 149.27 241.28  -0.42  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174926.50  857.82  20.53   9.85 149.25 241.27  -0.49  -22.269672   6.611153 99999.00  10   9.85 999.00  10  0.14 13865.70
AVAPS-D08 P10 234030010 240813 174926.75 9999.00  99.00 999.00 149.23 241.28  -0.53  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174927.00  857.86  20.54   9.84 149.20 241.29  -0.60  -22.270229   6.612089 99999.00  10   9.84 999.00  10  0.14 13865.41
AVAPS-D08 P10 234030010 240813 174927.25 9999.00  99.00 999.00 149.17 241.30  -0.62  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174927.50  857.82  20.54   9.85 149.15 241.33  -0.61  -22.270786   6.613024 99999.00  10   9.85 999.00  10  0.14 13865.09
AVAPS-D08 P10 234030010 240813 174927.75 9999.00  99.00 999.00 149.13 241.33  -0.61  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174928.00  857.82  20.54   9.84 149.11 241.32  -0.59  -22.271345   6.613958 99999.00  10   9.84 999.00  10  0.14 13864.79
AVAPS-D08 P10 234030010 240813 174928.25 9999.00  99.00 999.00 149.07 241.35  -0.51  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174928.50  857.84  20.54   9.85 149.05 241.38  -0.44  -22.271905   6.614893 99999.00  10   9.85 999.00  10  0.14 13864.54
AVAPS-D08 P10 234030010 240813 174928.75 9999.00  99.00 999.00 149.02 241.33  -0.47  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D08 P00 234030010 240813 174929.00  857.84  20.54   9.83 149.00 241.38  -0.42  -22.272465   6.615826 99999.00  10   9.83 999.00  10  0.14 13864.34
AVAPS-D08 P10 234030010 240813 174929.25 9999.00  99.00 999.00 148.97 241.38  -0.52  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174929.50  857.91  20.54   9.85 148.94 241.39  -0.46  -22.273027   6.616760 99999.00  10   9.85 999.00  10  0.14 13864.14
AVAPS-D08 P10 234030010 240813 174929.75 9999.00  99.00 999.00 148.91 241.44  -0.42  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174930.00  857.87  20.54   9.84 148.88 241.45  -0.33  -22.273589   6.617692 99999.00  10   9.84 999.00  10  0.14 13863.94
AVAPS-D08 P10 234030010 240813 174930.25 9999.00  99.00 999.00 148.85 241.45  -0.34  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174930.50  858.02  20.55   9.82 148.82 241.48  -0.20  -22.274153   6.618625 99999.00  10   9.82 999.00  10  0.14 13863.80
AVAPS-D08 P10 234030010 240813 174930.75 9999.00  99.00 999.00 148.79 241.47  -0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174931.00  857.80  20.55   9.84 148.77 241.47  -0.25  -22.274717   6.619557 99999.00  10   9.84 999.00  10  0.14 13863.67
AVAPS-D08 P10 234030010 240813 174931.25 9999.00  99.00 999.00 148.74 241.47  -0.33  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174931.50  857.87  20.55   9.84 148.71 241.51  -0.23  -22.275283   6.620488 99999.00  10   9.84 999.00  10  0.14 13863.55
AVAPS-D08 P10 234030010 240813 174931.75 9999.00  99.00 999.00 148.68 241.52  -0.16  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174932.00  857.87  20.55   9.84 148.64 241.52  -0.14  -22.275849   6.621419 99999.00  10   9.84 999.00  10  0.14 13863.47
AVAPS-D08 P10 234030010 240813 174932.25 9999.00  99.00 999.00 148.62 241.53  -0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174932.50  857.92  20.55   9.85 148.59 241.50  -0.17  -22.276416   6.622349 99999.00  10   9.85 999.00  10  0.13 13863.43
AVAPS-D08 P10 234030010 240813 174932.75 9999.00  99.00 999.00 148.56 241.55  -0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174933.00  857.90  20.55   9.84 148.54 241.55  -0.09  -22.276985   6.623279 99999.00  10   9.84 999.00  10  0.14 13863.37
AVAPS-D08 P10 234030010 240813 174933.25 9999.00  99.00 999.00 148.50 241.58  -0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174933.50  858.01  20.55   9.81 148.46 241.61   0.02  -22.277554   6.624208 99999.00  10   9.81 999.00  10  0.14 13863.37
AVAPS-D08 P10 234030010 240813 174933.75 9999.00  99.00 999.00 148.45 241.56  -0.15  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174934.00  858.03  20.56   9.83 148.42 241.61  -0.00  -22.278125   6.625137 99999.00  10   9.83 999.00  10  0.14 13863.38
AVAPS-D08 P10 234030010 240813 174934.25 9999.00  99.00 999.00 148.40 241.60  -0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174934.50  857.97  20.55   9.83 148.38 241.58  -0.02  -22.278696   6.626066 99999.00  10   9.83 999.00  10  0.14 13863.39
AVAPS-D08 P10 234030010 240813 174934.75 9999.00  99.00 999.00 148.35 241.60  -0.00  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174935.00  857.89  20.56   9.84 148.33 241.62   0.02  -22.279267   6.626994 99999.00  10   9.84 999.00  10  0.14 13863.39
AVAPS-D08 P10 234030010 240813 174935.25 9999.00  99.00 999.00 148.29 241.64   0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D08 P00 234030010 240813 174935.50  858.06  20.56   9.83 148.26 241.67   0.16  -22.279840   6.627921 99999.00  10   9.83 999.00  10  0.14 13863.40
AVAPS-D08 P10 234030010 240813 174935.75 9999.00  99.00 999.00 148.24 241.64   0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174936.00  858.00  20.56   9.83 148.21 241.64   0.07  -22.280414   6.628849 99999.00  10   9.83 999.00  10  0.14 13863.43
AVAPS-D08 P10 234030010 240813 174936.25 9999.00  99.00 999.00 148.18 241.65  -0.00  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174936.50  857.94  20.56   9.81 148.16 241.66   0.06  -22.280989   6.629775 99999.00  10   9.81 999.00  10  0.14 13863.44
AVAPS-D08 P10 234030010 240813 174936.75 9999.00  99.00 999.00 148.13 241.65   0.02  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174937.00  857.88  20.56   9.84 148.10 241.66   0.08  -22.281564   6.630701 99999.00  10   9.84 999.00  10  0.14 13863.46
AVAPS-D08 P10 234030010 240813 174937.25 9999.00  99.00 999.00 148.08 241.68   0.16  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174937.50  857.80  20.56   9.80 148.06 241.66   0.15  -22.282141   6.631627 99999.00  10   9.80 999.00  10  0.14 13863.50
AVAPS-D08 P10 234030010 240813 174937.75 9999.00  99.00 999.00 148.02 241.67   0.07  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174938.00  857.55  20.56   9.81 148.01 241.67   0.05  -22.282718   6.632552 99999.00  10   9.81 999.00  10  0.14 13863.54
AVAPS-D08 P10 234030010 240813 174938.25 9999.00  99.00 999.00 147.98 241.69   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174938.50  857.56  20.56   9.83 147.96 241.68   0.04  -22.283296   6.633476 99999.00  10   9.83 999.00  10  0.14 13863.63
AVAPS-D08 P10 234030010 240813 174938.75 9999.00  99.00 999.00 147.93 241.68   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174939.00  857.56  20.56   9.81 147.91 241.71   0.28  -22.283875   6.634400 99999.00  10   9.81 999.00  10  0.14 13863.73
AVAPS-D08 P10 234030010 240813 174939.25 9999.00  99.00 999.00 147.88 241.70   0.20  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174939.50  857.42  20.56   9.80 147.86 241.70   0.15  -22.284455   6.635324 99999.00  10   9.80 999.00  10  0.14 13863.87
AVAPS-D08 P10 234030010 240813 174939.75 9999.00  99.00 999.00 147.83 241.74   0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174940.00  857.26  20.56   9.81 147.79 241.77   0.37  -22.285035   6.636247 99999.00  10   9.81 999.00  10  0.14 13863.97
AVAPS-D08 P10 234030010 240813 174940.25 9999.00  99.00 999.00 147.78 241.75   0.34  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174940.50  857.40  20.56   9.80 147.75 241.74   0.33  -22.285617   6.637170 99999.00  10   9.80 999.00  10  0.14 13864.15
AVAPS-D08 P10 234030010 240813 174940.75 9999.00  99.00 999.00 147.72 241.75   0.31  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174941.00  857.29  20.56   9.83 147.70 241.74   0.36  -22.286199   6.638092 99999.00  10   9.83 999.00  10  0.14 13864.33
AVAPS-D08 P10 234030010 240813 174941.25 9999.00  99.00 999.00 147.68 241.75   0.31  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174941.50  857.34  20.56   9.82 147.65 241.75   0.25  -22.286782   6.639013 99999.00  10   9.82 999.00  10  0.14 13864.49
AVAPS-D08 P10 234030010 240813 174941.75 9999.00  99.00 999.00 147.62 241.82   0.47  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174942.00  857.27  20.57   9.81 147.58 241.80   0.42  -22.287367   6.639934 99999.00  10   9.81 999.00  10  0.14 13864.62
AVAPS-D08 P10 234030010 240813 174942.25 9999.00  99.00 999.00 147.57 241.75   0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174942.50  857.05  20.57   9.81 147.55 241.78   0.12  -22.287952   6.640855 99999.00  10   9.81 999.00  10  0.14 13864.78
AVAPS-D08 P10 234030010 240813 174942.75 9999.00  99.00 999.00 147.52 241.79   0.16  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174943.00  857.16  20.57   9.79 147.48 241.81   0.22  -22.288538   6.641775 99999.00  10   9.79 999.00  10  0.14 13864.88
AVAPS-D08 P10 234030010 240813 174943.25 9999.00  99.00 999.00 147.45 241.83   0.24  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174943.50  857.19  20.57   9.81 147.43 241.84   0.27  -22.289124   6.642695 99999.00  10   9.81 999.00  10  0.14 13865.02
AVAPS-D08 P10 234030010 240813 174943.75 9999.00  99.00 999.00 147.41 241.79   0.19  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174944.00  857.12  20.57   9.82 147.37 241.86   0.29  -22.289712   6.643614 99999.00  10   9.82 999.00  10  0.14 13865.15
AVAPS-D08 P10 234030010 240813 174944.25 9999.00  99.00 999.00 147.35 241.86   0.28  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174944.50  857.10  20.57   9.80 147.33 241.87   0.19  -22.290301   6.644532 99999.00  10   9.80 999.00  10  0.14 13865.28
AVAPS-D08 P10 234030010 240813 174944.75 9999.00  99.00 999.00 147.31 241.86   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174945.00  857.00  20.57   9.81 147.28 241.86   0.12  -22.290890   6.645451 99999.00  10   9.81 999.00  10  0.14 13865.38
AVAPS-D08 P10 234030010 240813 174945.25 9999.00  99.00 999.00 147.26 241.87   0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174945.50  857.13  20.57   9.81 147.23 241.87   0.11  -22.291480   6.646368 99999.00  10   9.81 999.00  10  0.14 13865.48
AVAPS-D08 P10 234030010 240813 174945.75 9999.00  99.00 999.00 147.21 241.89   0.26  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174946.00  857.08  20.57   9.80 147.19 241.89   0.20  -22.292072   6.647286 99999.00  10   9.80 999.00  10  0.14 13865.59
AVAPS-D08 P10 234030010 240813 174946.25 9999.00  99.00 999.00 147.16 241.92   0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174946.50  856.99  20.58   9.79 147.13 241.93   0.03  -22.292664   6.648203 99999.00  10   9.79 999.00  10  0.14 13865.69
AVAPS-D08 P10 234030010 240813 174946.75 9999.00  99.00 999.00 147.11 241.92   0.13  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174947.00  856.85  20.57   9.79 147.09 241.92   0.08  -22.293256   6.649119 99999.00  10   9.79 999.00  10  0.14 13865.75
AVAPS-D08 P10 234030010 240813 174947.25 9999.00  99.00 999.00 147.07 241.89   0.03  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174947.50  856.86  20.58   9.83 147.04 241.90  -0.04  -22.293850   6.650035 99999.00  10   9.83 999.00  10  0.14 13865.84
AVAPS-D08 P10 234030010 240813 174947.75 9999.00  99.00 999.00 147.02 241.94   0.15  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174948.00  856.83  20.58   9.79 146.99 241.96   0.18  -22.294444   6.650951 99999.00  10   9.79 999.00  10  0.14 13865.88
AVAPS-D08 P10 234030010 240813 174948.25 9999.00  99.00 999.00 146.97 241.91   0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174948.50  856.80  20.58   9.81 146.94 241.91  -0.02  -22.295039   6.651866 99999.00  10   9.81 999.00  10  0.14 13865.98
AVAPS-D08 P10 234030010 240813 174948.75 9999.00  99.00 999.00 146.91 241.97   0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174949.00  856.86  20.58   9.81 146.89 241.99   0.22  -22.295636   6.652780 99999.00  10   9.81 999.00  10  0.14 13866.03
AVAPS-D08 P10 234030010 240813 174949.25 9999.00  99.00 999.00 146.85 242.01   0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174949.50  856.80  20.58   9.82 146.84 241.96   0.01  -22.296233   6.653694 99999.00  10   9.82 999.00  10  0.14 13866.11
AVAPS-D08 P10 234030010 240813 174949.75 9999.00  99.00 999.00 146.81 242.00   0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174950.00  857.00  20.58   9.81 146.79 241.99   0.11  -22.296830   6.654608 99999.00  10   9.81 999.00  10  0.14 13866.09
AVAPS-D08 P10 234030010 240813 174950.25 9999.00  99.00 999.00 146.76 242.02   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174950.50  856.75  20.58   9.80 146.73 242.02   0.17  -22.297429   6.655521 99999.00  10   9.80 999.00  10  0.14 13866.08
AVAPS-D08 P10 234030010 240813 174950.75 9999.00  99.00 999.00 146.71 242.02   0.13  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 174951.00  856.71  20.59   9.80 146.68 242.05   0.20  -22.298028   6.656434 99999.00  10   9.80 999.00  10  0.14 13866.10
AVAPS-D08 P10 234030010 240813 174951.25 9999.00  99.00 999.00 146.65 242.05   0.28  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
