AVAPS-T08 STA 234030010 240813 174906.26
AVAPS-T08 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-D08 P00 234030010 240813 175524.00  856.31  22.75  11.72 110.76 258.78   0.45  -22.878212   7.120945 99999.00  10  11.72 999.00  10  0.21 13869.36
AVAPS-D08 P10 234030010 240813 175524.25 9999.00  99.00 999.00 110.74 258.85   0.76  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175524.50  856.23  23.25  13.00 110.71 258.81   0.34  -22.879305   7.121359 99999.00  10  13.00 999.00  10  0.15 13869.23
AVAPS-D08 P10 234030010 240813 175524.75 9999.00  99.00 999.00 110.68 258.79   0.33  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175525.00  856.12  23.72  14.31 110.66 258.89   0.42  -22.880399   7.121772 99999.00  10  14.31 999.00  10  0.15 13869.14
AVAPS-D08 P10 234030010 240813 175525.25 9999.00  99.00 999.00 110.64 258.89   0.39  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175525.50  856.17  23.61  10.33 110.60 258.93   0.35  -22.881493   7.122185 99999.00  10  10.33 999.00  10  0.14 13869.11
AVAPS-D08 P10 234030010 240813 175525.75 9999.00  99.00 999.00 110.57 258.94   0.24  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175526.00  856.27  23.31   8.89 110.55 258.94   0.30  -22.882589   7.122595 99999.00  10   8.89 999.00  10  0.14 13869.38
AVAPS-D08 P10 234030010 240813 175526.25 9999.00  99.00 999.00 110.53 258.97   0.37  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175526.50  856.30  23.18   7.64 110.49 259.00   0.21  -22.883684   7.123004 99999.00  10   7.64 999.00  10  0.14 13869.81
AVAPS-D08 P10 234030010 240813 175526.75 9999.00  99.00 999.00 110.46 259.05   0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175527.00  856.08  22.97   7.70 110.43 259.15   0.29  -22.884782   7.123412 99999.00  10   7.70 999.00  10  0.14 13870.73
AVAPS-D08 P10 234030010 240813 175527.25 9999.00  99.00 999.00 110.42 259.49   0.24  999.000000  99.000000 99999.00   9 999.00 999.00   9  0.22 99999.00
AVAPS-D08 P00 234030010 240813 175527.50  856.26  22.81   7.99 110.38 259.17   0.15  -22.885881   7.123822 99999.00   9   7.99 999.00   9  0.16 13871.02
AVAPS-D08 P10 234030010 240813 175527.75 9999.00  99.00 999.00 110.35 259.20   0.22  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175528.00  856.17  22.66   6.90 110.32 259.21   0.16  -22.886978   7.124227 99999.00  10   6.90 999.00  10  0.15 13871.41
AVAPS-D08 P10 234030010 240813 175528.25 9999.00  99.00 999.00 110.29 259.25   0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175528.50  856.23  22.53   5.95 110.26 259.30   0.22  -22.888078   7.124632 99999.00  10   5.95 999.00  10  0.14 13871.78
AVAPS-D08 P10 234030010 240813 175528.75 9999.00  99.00 999.00 110.25 259.29   0.30  999.000000  99.000000 99999.00  10 999.00 999.00  10  1.29 99999.00
AVAPS-D08 P00 234030010 240813 175529.00  856.24  22.44   6.99 110.20 259.35   0.18  -22.889176   7.125037 99999.00  10   6.99 999.00  10  0.14 13871.63
AVAPS-D08 P10 234030010 240813 175529.25 9999.00  99.00 999.00 110.17 259.39   0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175529.50  856.29  22.43   7.24 110.14 259.40   0.14  -22.890275   7.125439 99999.00  10   7.24 999.00  10  0.14 13871.83
AVAPS-D08 P10 234030010 240813 175529.75 9999.00  99.00 999.00 110.11 259.45   0.15  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175530.00  856.25  22.38   7.14 110.08 259.49   0.14  -22.891375   7.125842 99999.00  10   7.14 999.00  10  0.16 13872.13
AVAPS-D08 P10 234030010 240813 175530.25 9999.00  99.00 999.00 110.05 259.43   0.15  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175530.50  856.40  22.24   7.68 110.02 259.50   0.11  -22.892476   7.126243 99999.00  10   7.68 999.00  10  0.16 13872.03
AVAPS-D08 P10 234030010 240813 175530.75 9999.00  99.00 999.00 109.99 259.57   0.27  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175531.00  856.32  22.06   7.75 109.97 259.60   0.23  -22.893577   7.126643 99999.00  10   7.75 999.00  10  0.16 13872.04
AVAPS-D08 P10 234030010 240813 175531.25 9999.00  99.00 999.00 109.94 259.61   0.15  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175531.50  856.39  21.77   7.81 109.92 259.65   0.18  -22.894679   7.127043 99999.00  10   7.81 999.00  10  0.15 13872.18
AVAPS-D08 P10 234030010 240813 175531.75 9999.00  99.00 999.00 109.88 259.71   0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175532.00  856.42  21.51   7.18 109.86 259.74   0.20  -22.895782   7.127441 99999.00  10   7.18 999.00  10  0.15 13872.49
AVAPS-D08 P10 234030010 240813 175532.25 9999.00  99.00 999.00 109.83 259.74   0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175532.50  856.16  21.29   6.43 109.80 259.79   0.19  -22.896886   7.127838 99999.00  10   6.43 999.00  10  0.14 13872.76
AVAPS-D08 P10 234030010 240813 175532.75 9999.00  99.00 999.00 109.78 259.83   0.11  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175533.00  856.29  21.09   6.10 109.75 259.82   0.13  -22.897990   7.128234 99999.00  10   6.10 999.00  10  0.14 13873.00
AVAPS-D08 P10 234030010 240813 175533.25 9999.00  99.00 999.00 109.72 259.88   0.23  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175533.50  856.21  20.92   6.19 109.71 259.93   0.20  -22.899096   7.128630 99999.00  10   6.19 999.00  10  0.14 13873.28
AVAPS-D08 P10 234030010 240813 175533.75 9999.00  99.00 999.00 109.68 259.96   0.13  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175534.00  856.35  20.85   6.28 109.66 259.98   0.19  -22.900202   7.129025 99999.00  10   6.28 999.00  10  0.14 13873.56
AVAPS-D08 P10 234030010 240813 175534.25 9999.00  99.00 999.00 109.63 260.01   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175534.50  856.26  20.81   6.42 109.60 260.04   0.14  -22.901309   7.129418 99999.00  10   6.42 999.00  10  0.14 13873.81
AVAPS-D08 P10 234030010 240813 175534.75 9999.00  99.00 999.00 109.57 260.08   0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D08 P00 234030010 240813 175535.00  856.41  20.82   6.46 109.54 260.12   0.03  -22.902416   7.129811 99999.00  10   6.46 999.00  10  0.14 13874.03
AVAPS-D08 P10 234030010 240813 175535.25 9999.00  99.00 999.00 109.52 260.18   0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175535.50  856.39  20.84   6.40 109.49 260.21  -0.00  -22.903524   7.130203 99999.00  10   6.40 999.00  10  0.15 13874.22
AVAPS-D08 P10 234030010 240813 175535.75 9999.00  99.00 999.00 109.46 260.24  -0.01  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175536.00  856.24  20.84   6.19 109.44 260.28  -0.02  -22.904633   7.130594 99999.00  10   6.19 999.00  10  0.15 13874.39
AVAPS-D08 P10 234030010 240813 175536.25 9999.00  99.00 999.00 109.41 260.33   0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175536.50  856.32  20.83   6.06 109.39 260.39   0.04  -22.905743   7.130985 99999.00  10   6.06 999.00  10  0.16 13874.54
AVAPS-D08 P10 234030010 240813 175536.75 9999.00  99.00 999.00 109.36 260.38  -0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175537.00  856.26  20.80   5.99 109.34 260.42  -0.13  -22.906853   7.131374 99999.00  10   5.99 999.00  10  0.16 13874.67
AVAPS-D08 P10 234030010 240813 175537.25 9999.00  99.00 999.00 109.32 260.48  -0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175537.50  856.38  20.74   5.92 109.30 260.50  -0.11  -22.907964   7.131763 99999.00  10   5.92 999.00  10  0.16 13874.74
AVAPS-D08 P10 234030010 240813 175537.75 9999.00  99.00 999.00 109.27 260.51  -0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175538.00  856.29  20.71   5.95 109.24 260.55  -0.18  -22.909075   7.132151 99999.00  10   5.95 999.00  10  0.16 13874.78
AVAPS-D08 P10 234030010 240813 175538.25 9999.00  99.00 999.00 109.21 260.60  -0.22  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175538.50  856.44  20.73   5.89 109.19 260.65  -0.31  -22.910187   7.132537 99999.00  10   5.89 999.00  10  0.15 13874.76
AVAPS-D08 P10 234030010 240813 175538.75 9999.00  99.00 999.00 109.17 260.67  -0.32  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175539.00  856.26  20.80   5.98 109.14 260.74  -0.28  -22.911299   7.132923 99999.00  10   5.98 999.00  10  0.15 13874.72
AVAPS-D08 P10 234030010 240813 175539.25 9999.00  99.00 999.00 109.12 260.74  -0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175539.50  856.50  20.85   5.92 109.09 260.79  -0.30  -22.912412   7.133309 99999.00  10   5.92 999.00  10  0.15 13874.69
AVAPS-D08 P10 234030010 240813 175539.75 9999.00  99.00 999.00 109.06 260.81  -0.23  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175540.00  856.15  20.92   5.79 109.03 260.87  -0.30  -22.913526   7.133693 99999.00  10   5.79 999.00  10  0.15 13874.69
AVAPS-D08 P10 234030010 240813 175540.25 9999.00  99.00 999.00 109.00 260.90  -0.30  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175540.50  856.26  20.99   5.83 108.97 260.99  -0.28  -22.914640   7.134076 99999.00  10   5.83 999.00  10  0.15 13874.66
AVAPS-D08 P10 234030010 240813 175540.75 9999.00  99.00 999.00 108.94 260.98  -0.36  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175541.00  856.38  21.03   5.81 108.91 261.02  -0.26  -22.915756   7.134458 99999.00  10   5.81 999.00  10  0.15 13874.66
AVAPS-D08 P10 234030010 240813 175541.25 9999.00  99.00 999.00 108.88 261.06  -0.32  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175541.50  856.35  21.06   5.79 108.85 261.09  -0.29  -22.916871   7.134839 99999.00  10   5.79 999.00  10  0.15 13874.64
AVAPS-D08 P10 234030010 240813 175541.75 9999.00  99.00 999.00 108.82 261.15  -0.30  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175542.00  856.46  21.08   6.12 108.79 261.16  -0.30  -22.917988   7.135219 99999.00  10   6.12 999.00  10  0.16 13874.62
AVAPS-D08 P10 234030010 240813 175542.25 9999.00  99.00 999.00 108.76 261.23  -0.28  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175542.50  856.22  21.10   6.25 108.72 261.27  -0.23  -22.919105   7.135598 99999.00  10   6.25 999.00  10  0.16 13874.62
AVAPS-D08 P10 234030010 240813 175542.75 9999.00  99.00 999.00 108.69 261.34  -0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175543.00  856.35  21.12   6.14 108.66 261.31  -0.13  -22.920223   7.135976 99999.00  10   6.14 999.00  10  0.16 13874.62
AVAPS-D08 P10 234030010 240813 175543.25 9999.00  99.00 999.00 108.64 261.36  -0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175543.50  856.34  21.09   6.08 108.61 261.39  -0.04  -22.921342   7.136352 99999.00  10   6.08 999.00  10  0.16 13874.66
AVAPS-D08 P10 234030010 240813 175543.75 9999.00  99.00 999.00 108.58 261.41   0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175544.00  856.22  21.07   5.98 108.56 261.47   0.02  -22.922461   7.136728 99999.00  10   5.98 999.00  10  0.16 13874.74
AVAPS-D08 P10 234030010 240813 175544.25 9999.00  99.00 999.00 108.53 261.49   0.11  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175544.50  856.40  21.02   5.94 108.51 261.54   0.13  -22.923581   7.137103 99999.00  10   5.94 999.00  10  0.15 13874.86
AVAPS-D08 P10 234030010 240813 175544.75 9999.00  99.00 999.00 108.48 261.56   0.14  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175545.00  856.18  20.92   5.87 108.45 261.57   0.13  -22.924701   7.137477 99999.00  10   5.87 999.00  10  0.15 13874.98
AVAPS-D08 P10 234030010 240813 175545.25 9999.00  99.00 999.00 108.43 261.60   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175545.50  856.43  20.80   5.86 108.40 261.62   0.13  -22.925822   7.137850 99999.00  10   5.86 999.00  10  0.15 13875.10
AVAPS-D08 P10 234030010 240813 175545.75 9999.00  99.00 999.00 108.37 261.67   0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175546.00  856.20  20.67   5.61 108.34 261.68   0.17  -22.926943   7.138222 99999.00  10   5.61 999.00  10  0.15 13875.20
AVAPS-D08 P10 234030010 240813 175546.25 9999.00  99.00 999.00 108.32 261.77   0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175546.50  856.35  20.50   5.41 108.28 261.78   0.15  -22.928066   7.138593 99999.00  10   5.41 999.00  10  0.15 13875.32
AVAPS-D08 P10 234030010 240813 175546.75 9999.00  99.00 999.00 108.26 261.80   0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D08 P00 234030010 240813 175547.00  856.21  20.24   5.53 108.22 261.84   0.03  -22.929189   7.138963 99999.00  10   5.53 999.00  10  0.15 13875.42
AVAPS-D08 P10 234030010 240813 175547.25 9999.00  99.00 999.00 108.19 261.87   0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175547.50  856.42  20.00   5.65 108.17 261.87  -0.00  -22.930312   7.139332 99999.00  10   5.65 999.00  10  0.16 13875.51
AVAPS-D08 P10 234030010 240813 175547.75 9999.00  99.00 999.00 108.13 261.95  -0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175548.00  856.27  19.92   5.70 108.10 261.98  -0.11  -22.931437   7.139700 99999.00  10   5.70 999.00  10  0.17 13875.55
AVAPS-D08 P10 234030010 240813 175548.25 9999.00  99.00 999.00 108.07 262.06  -0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175548.50  856.31  19.97   5.74 108.04 262.07  -0.12  -22.932562   7.140066 99999.00  10   5.74 999.00  10  0.17 13875.52
AVAPS-D08 P10 234030010 240813 175548.75 9999.00  99.00 999.00 108.01 262.10  -0.14  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175549.00  856.24  20.05   5.83 107.98 262.12  -0.21  -22.933688   7.140432 99999.00  10   5.83 999.00  10  0.17 13875.47
AVAPS-D08 P10 234030010 240813 175549.25 9999.00  99.00 999.00 107.95 262.16  -0.25  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175549.50  856.49  20.15   5.88 107.92 262.21  -0.19  -22.934814   7.140796 99999.00  10   5.88 999.00  10  0.17 13875.40
AVAPS-D08 P10 234030010 240813 175549.75 9999.00  99.00 999.00 107.89 262.25  -0.20  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175550.00  856.33  20.25   5.94 107.86 262.28  -0.25  -22.935941   7.141160 99999.00  10   5.94 999.00  10  0.17 13875.33
AVAPS-D08 P10 234030010 240813 175550.25 9999.00  99.00 999.00 107.83 262.32  -0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175550.50  856.33  20.33   5.99 107.79 262.31  -0.28  -22.937069   7.141522 99999.00  10   5.99 999.00  10  0.17 13875.24
AVAPS-D08 P10 234030010 240813 175550.75 9999.00  99.00 999.00 107.77 262.37  -0.28  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175551.00  856.42  20.33   5.96 107.74 262.42  -0.27  -22.938197   7.141883 99999.00  10   5.96 999.00  10  0.17 13875.13
AVAPS-D08 P10 234030010 240813 175551.25 9999.00  99.00 999.00 107.71 262.48  -0.25  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175551.50  856.36  20.30   5.88 107.68 262.49  -0.20  -22.939327   7.142243 99999.00  10   5.88 999.00  10  0.17 13875.02
AVAPS-D08 P10 234030010 240813 175551.75 9999.00  99.00 999.00 107.64 262.52  -0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175552.00  856.51  20.27   5.84 107.61 262.55  -0.18  -22.940457   7.142602 99999.00  10   5.84 999.00  10  0.17 13874.94
AVAPS-D08 P10 234030010 240813 175552.25 9999.00  99.00 999.00 107.57 262.62  -0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175552.50  856.31  20.27   5.86 107.54 262.66  -0.06  -22.941587   7.142960 99999.00  10   5.86 999.00  10  0.17 13874.91
AVAPS-D08 P10 234030010 240813 175552.75 9999.00  99.00 999.00 107.51 262.66  -0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175553.00  856.52  20.25   5.86 107.48 262.71  -0.02  -22.942719   7.143316 99999.00  10   5.86 999.00  10  0.17 13874.92
AVAPS-D08 P10 234030010 240813 175553.25 9999.00  99.00 999.00 107.44 262.75  -0.00  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.18 99999.00
AVAPS-D08 P00 234030010 240813 175553.50  856.56  20.16   5.84 107.41 262.74  -0.05  -22.943851   7.143672 99999.00  10   5.84 999.00  10  0.18 13874.94
AVAPS-D08 P10 234030010 240813 175553.75 9999.00  99.00 999.00 107.38 262.80  -0.00  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175554.00  856.31  20.12   5.80 107.35 262.81   0.07  -22.944983   7.144026 99999.00  10   5.80 999.00  10  0.17 13874.99
AVAPS-D08 P10 234030010 240813 175554.25 9999.00  99.00 999.00 107.31 262.87   0.14  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175554.50  856.48  20.11   5.80 107.28 262.88   0.10  -22.946117   7.144379 99999.00  10   5.80 999.00  10  0.17 13875.09
AVAPS-D08 P10 234030010 240813 175554.75 9999.00  99.00 999.00 107.25 262.92   0.16  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175555.00  856.56  20.13   5.80 107.23 262.93   0.13  -22.947251   7.144730 99999.00  10   5.80 999.00  10  0.16 13875.17
AVAPS-D08 P10 234030010 240813 175555.25 9999.00  99.00 999.00 107.20 262.97   0.07  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175555.50  856.39  20.12   5.84 107.17 262.98   0.10  -22.948385   7.145081 99999.00  10   5.84 999.00  10  0.16 13875.27
AVAPS-D08 P10 234030010 240813 175555.75 9999.00  99.00 999.00 107.14 263.04   0.19  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175556.00  856.16  20.14   5.86 107.12 263.06   0.22  -22.949520   7.145431 99999.00  10   5.86 999.00  10  0.16 13875.38
AVAPS-D08 P10 234030010 240813 175556.25 9999.00  99.00 999.00 107.09 263.07   0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175556.50  856.33  20.10   6.11 107.06 263.09   0.19  -22.950656   7.145780 99999.00  10   6.11 999.00  10  0.16 13875.55
AVAPS-D08 P10 234030010 240813 175556.75 9999.00  99.00 999.00 107.04 263.10   0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175557.00  856.40  20.08   6.39 107.01 263.17   0.29  -22.951792   7.146128 99999.00  10   6.39 999.00  10  0.16 13875.73
AVAPS-D08 P10 234030010 240813 175557.25 9999.00  99.00 999.00 106.98 263.16   0.25  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175557.50  856.30  20.06   6.40 106.95 263.18   0.32  -22.952929   7.146474 99999.00  10   6.40 999.00  10  0.16 13875.95
AVAPS-D08 P10 234030010 240813 175557.75 9999.00  99.00 999.00 106.93 263.23   0.37  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.16 99999.00
AVAPS-D08 P00 234030010 240813 175558.00  856.35  20.00   6.31 106.90 263.29   0.31  -22.954066   7.146820 99999.00  10   6.31 999.00  10  0.17 13876.21
AVAPS-D08 P10 234030010 240813 175558.25 9999.00  99.00 999.00 106.89 263.30   0.34  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175558.50  856.21  20.01   6.15 106.85 263.34   0.27  -22.955204   7.147165 99999.00  10   6.15 999.00  10  0.17 13876.46
AVAPS-D08 P10 234030010 240813 175558.75 9999.00  99.00 999.00 106.83 263.33   0.35  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175559.00  856.44  20.02   6.17 106.80 263.38   0.39  -22.956343   7.147509 99999.00  10   6.17 999.00  10  0.17 13876.70
AVAPS-D08 P10 234030010 240813 175559.25 9999.00  99.00 999.00 106.77 263.42   0.34  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175559.50  856.25  20.00   6.02 106.75 263.44   0.36  -22.957482   7.147852 99999.00  10   6.02 999.00  10  0.17 13876.92
AVAPS-D08 P10 234030010 240813 175559.75 9999.00  99.00 999.00 106.72 263.45   0.27  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175600.00  856.31  19.98   6.00 106.70 263.51   0.15  -22.958621   7.148193 99999.00  10   6.00 999.00  10  0.17 13877.11
AVAPS-D08 P10 234030010 240813 175600.25 9999.00  99.00 999.00 106.67 263.55   0.20  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175600.50  856.34  20.00   6.07 106.65 263.53   0.17  -22.959762   7.148534 99999.00  10   6.07 999.00  10  0.17 13877.25
AVAPS-D08 P10 234030010 240813 175600.75 9999.00  99.00 999.00 106.61 263.59   0.19  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175601.00  856.72  20.07   6.15 106.59 263.58   0.04  -22.960902   7.148874 99999.00  10   6.15 999.00  10  0.17 13877.37
AVAPS-D08 P10 234030010 240813 175601.25 9999.00  99.00 999.00 106.56 263.64   0.11  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175601.50  856.65  20.14   6.15 106.54 263.68   0.09  -22.962044   7.149213 99999.00  10   6.15 999.00  10  0.17 13877.43
AVAPS-D08 P10 234030010 240813 175601.75 9999.00  99.00 999.00 106.51 263.71   0.04  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175602.00  856.86  20.20   6.23 106.48 263.72   0.08  -22.963186   7.149551 99999.00  10   6.23 999.00  10  0.17 13877.47
AVAPS-D08 P10 234030010 240813 175602.25 9999.00  99.00 999.00 106.46 263.75   0.03  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175602.50  857.11  20.28   6.40 106.44 263.77  -0.02  -22.964328   7.149888 99999.00  10   6.40 999.00  10  0.17 13877.47
AVAPS-D08 P10 234030010 240813 175602.75 9999.00  99.00 999.00 106.41 263.81  -0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175603.00  857.11  20.39   6.47 106.38 263.84  -0.13  -22.965471   7.150224 99999.00  10   6.47 999.00  10  0.18 13877.45
AVAPS-D08 P10 234030010 240813 175603.25 9999.00  99.00 999.00 106.36 263.87  -0.15  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.18 99999.00
AVAPS-D08 P00 234030010 240813 175603.50  857.03  20.54   6.27 106.34 263.88  -0.20  -22.966614   7.150560 99999.00  10   6.27 999.00  10  0.17 13877.38
AVAPS-D08 P10 234030010 240813 175603.75 9999.00  99.00 999.00 106.31 263.99   0.08  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.17 99999.00
AVAPS-D08 P00 234030010 240813 175604.00  856.82  20.72   5.90 106.31 264.06  -1.34  -22.967759   7.150894 99999.00  10   5.90 999.00  10  0.20 13877.37
AVAPS-D08 P10 234030010 240813 175604.25 9999.00  99.00 999.00 106.23 263.94   0.50  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.22 99999.00
