AVAPS-T06 STA 234220965 240813 173830.76
AVAPS-T06 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS
AVAPS-D06 P10 234220965 240813 173842.75 9999.00  99.00 999.00 211.33 209.36  -0.65  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.13 99999.00
AVAPS-D06 P00 234220965 240813 173843.00  856.90  21.10  10.89 211.32 209.42  -0.72  -22.275679   5.380741 99999.00  11  10.89 999.00  11  0.16 13868.63
AVAPS-D06 P10 234220965 240813 173843.25 9999.00  99.00 999.00 211.28 209.36  -0.53  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173843.50  856.88  21.10  10.90 211.25 209.36  -0.55  -22.275190   5.381549 99999.00  11  10.90 999.00  11  0.14 13868.46
AVAPS-D06 P10 234220965 240813 173843.75 9999.00  99.00 999.00 211.23 209.34  -0.55  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173844.00  857.01  21.10  10.88 211.21 209.35  -0.48  -22.274702   5.382356 99999.00  11  10.88 999.00  11  0.12 13868.19
AVAPS-D06 P10 234220965 240813 173844.25 9999.00  99.00 999.00 211.20 209.40  -0.53  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173844.50  857.18  21.10  10.89 211.16 209.33  -0.47  -22.274214   5.383165 99999.00  11  10.89 999.00  11  0.12 13868.07
AVAPS-D06 P10 234220965 240813 173844.75 9999.00  99.00 999.00 211.13 209.34  -0.38  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.13 99999.00
AVAPS-D06 P00 234220965 240813 173845.00  857.08  21.11  10.87 211.12 209.38  -0.39  -22.273727   5.383973 99999.00  11  10.87 999.00  11  0.13 13867.86
AVAPS-D06 P10 234220965 240813 173845.25 9999.00  99.00 999.00 211.09 209.35  -0.29  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D06 P00 234220965 240813 173845.50  857.16  21.11  10.90 211.07 209.36  -0.15  -22.273240   5.384782 99999.00  10  10.90 999.00  10  0.14 13867.59
AVAPS-D06 P10 234220965 240813 173845.75 9999.00  99.00 999.00 211.04 209.34  -0.24  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.13 99999.00
AVAPS-D06 P00 234220965 240813 173846.00  857.21  21.11  10.87 211.02 209.36  -0.17  -22.272754   5.385591 99999.00  11  10.87 999.00  11  0.13 13867.46
AVAPS-D06 P10 234220965 240813 173846.25 9999.00  99.00 999.00 211.00 209.36  -0.14  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173846.50  857.18  21.12  10.89 210.98 209.34  -0.09  -22.272268   5.386401 99999.00  11  10.89 999.00  11  0.12 13867.45
AVAPS-D06 P10 234220965 240813 173846.75 9999.00  99.00 999.00 210.97 209.35  -0.05  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173847.00  857.21  21.12  10.87 210.94 209.35  -0.00  -22.271783   5.387211 99999.00  11  10.87 999.00  11  0.12 13867.44
AVAPS-D06 P10 234220965 240813 173847.25 9999.00  99.00 999.00 210.92 209.31  -0.00  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173847.50  857.18  21.12  10.87 210.89 209.31   0.04  -22.271299   5.388021 99999.00  11  10.87 999.00  11  0.12 13867.42
AVAPS-D06 P10 234220965 240813 173847.75 9999.00  99.00 999.00 210.87 209.31   0.11  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173848.00  857.25  21.12  10.86 210.85 209.31   0.19  -22.270815   5.388832 99999.00  11  10.86 999.00  11  0.12 13867.50
AVAPS-D06 P10 234220965 240813 173848.25 9999.00  99.00 999.00 210.82 209.33   0.22  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173848.50  857.19  21.12  10.87 210.79 209.32   0.33  -22.270333   5.389643 99999.00  11  10.87 999.00  11  0.12 13867.61
AVAPS-D06 P10 234220965 240813 173848.75 9999.00  99.00 999.00 210.78 209.33   0.31  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173849.00  857.16  21.12  10.85 210.76 209.29   0.23  -22.269851   5.390454 99999.00  11  10.85 999.00  11  0.12 13867.71
AVAPS-D06 P10 234220965 240813 173849.25 9999.00  99.00 999.00 210.74 209.27   0.29  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173849.50  857.31  21.13  10.85 210.71 209.29   0.36  -22.269369   5.391265 99999.00  11  10.85 999.00  11  0.12 13867.84
AVAPS-D06 P10 234220965 240813 173849.75 9999.00  99.00 999.00 210.69 209.28   0.47  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173850.00  857.21  21.13  10.87 210.66 209.26   0.48  -22.268888   5.392077 99999.00  11  10.87 999.00  11  0.12 13867.99
AVAPS-D06 P10 234220965 240813 173850.25 9999.00  99.00 999.00 210.64 209.26   0.54  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173850.50  857.25  21.13  10.89 210.61 209.25   0.60  -22.268408   5.392890 99999.00  11  10.89 999.00  11  0.12 13868.23
AVAPS-D06 P10 234220965 240813 173850.75 9999.00  99.00 999.00 210.59 209.23   0.63  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173851.00  857.32  21.13  10.87 210.56 209.22   0.64  -22.267929   5.393702 99999.00  11  10.87 999.00  11  0.12 13868.55
AVAPS-D06 P10 234220965 240813 173851.25 9999.00  99.00 999.00 210.54 209.22   0.69  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173851.50  857.25  21.13  10.86 210.51 209.23   0.68  -22.267451   5.394515 99999.00  11  10.86 999.00  11  0.12 13868.85
AVAPS-D06 P10 234220965 240813 173851.75 9999.00  99.00 999.00 210.49 209.23   0.70  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173852.00  857.28  21.14  10.86 210.46 209.22   0.67  -22.266973   5.395329 99999.00  11  10.86 999.00  11  0.12 13869.17
AVAPS-D06 P10 234220965 240813 173852.25 9999.00  99.00 999.00 210.44 209.21   0.73  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173852.50  857.32  21.14  10.85 210.42 209.20   0.76  -22.266496   5.396143 99999.00  11  10.85 999.00  11  0.12 13869.50
AVAPS-D06 P10 234220965 240813 173852.75 9999.00  99.00 999.00 210.39 209.19   0.74  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173853.00  857.32  21.14  10.87 210.37 209.16   0.63  -22.266020   5.396957 99999.00  11  10.87 999.00  11  0.14 13869.81
AVAPS-D06 P10 234220965 240813 173853.25 9999.00  99.00 999.00 210.35 209.16   0.67  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173853.50  857.26  21.14  10.89 210.34 209.17   0.60  -22.265544   5.397772 99999.00  11  10.89 999.00  11  0.12 13870.05
AVAPS-D06 P10 234220965 240813 173853.75 9999.00  99.00 999.00 210.32 209.16   0.54  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173854.00  857.26  21.14  10.87 210.31 209.17   0.41  -22.265069   5.398586 99999.00  11  10.87 999.00  11  0.12 13870.27
AVAPS-D06 P10 234220965 240813 173854.25 9999.00  99.00 999.00 210.28 209.15   0.50  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.13 99999.00
AVAPS-D06 P00 234220965 240813 173854.50  857.27  21.14  10.87 210.26 209.12   0.32  -22.264594   5.399401 99999.00  11  10.87 999.00  11  0.12 13870.42
AVAPS-D06 P10 234220965 240813 173854.75 9999.00  99.00 999.00 210.24 209.12   0.35  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173855.00  857.43  21.14  10.88 210.21 209.13   0.44  -22.264121   5.400216 99999.00  11  10.88 999.00  11  0.12 13870.47
AVAPS-D06 P10 234220965 240813 173855.25 9999.00  99.00 999.00 210.19 209.11   0.29  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173855.50  857.40  21.14  10.87 210.17 209.12   0.23  -22.263647   5.401032 99999.00  11  10.87 999.00  11  0.12 13870.49
AVAPS-D06 P10 234220965 240813 173855.75 9999.00  99.00 999.00 210.15 209.11   0.10  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173856.00  857.31  21.15  10.92 210.13 209.11   0.10  -22.263175   5.401848 99999.00  11  10.92 999.00  11  0.12 13870.49
AVAPS-D06 P10 234220965 240813 173856.25 9999.00  99.00 999.00 210.11 209.11   0.03  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173856.50  857.41  21.15  10.85 210.08 209.13  -0.01  -22.262703   5.402664 99999.00  11  10.85 999.00  11  0.12 13870.42
AVAPS-D06 P10 234220965 240813 173856.75 9999.00  99.00 999.00 210.05 209.11  -0.12  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173857.00  857.29  21.15  10.89 210.03 209.12  -0.10  -22.262231   5.403481 99999.00  11  10.89 999.00  11  0.12 13870.31
AVAPS-D06 P10 234220965 240813 173857.25 9999.00  99.00 999.00 210.00 209.11  -0.18  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173857.50  857.40  21.15  10.89 209.97 209.12  -0.24  -22.261761   5.404298 99999.00  11  10.89 999.00  11  0.12 13870.16
AVAPS-D06 P10 234220965 240813 173857.75 9999.00  99.00 999.00 209.95 209.13  -0.24  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173858.00  857.40  21.15  10.85 209.93 209.11  -0.31  -22.261291   5.405116 99999.00  11  10.85 999.00  11  0.12 13869.98
AVAPS-D06 P10 234220965 240813 173858.25 9999.00  99.00 999.00 209.90 209.12  -0.37  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173858.50  857.37  21.15  10.88 209.87 209.12  -0.46  -22.260822   5.405935 99999.00  11  10.88 999.00  11  0.12 13869.75
AVAPS-D06 P10 234220965 240813 173858.75 9999.00  99.00 999.00 209.85 209.12  -0.55  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173859.00  857.53  21.15  10.88 209.83 209.14  -0.53  -22.260353   5.406753 99999.00  11  10.88 999.00  11  0.12 13869.43
AVAPS-D06 P10 234220965 240813 173859.25 9999.00  99.00 999.00 209.79 209.14  -0.59  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173859.50  857.35  21.15  10.89 209.77 209.14  -0.51  -22.259885   5.407572 99999.00  11  10.89 999.00  11  0.12 13869.14
AVAPS-D06 P10 234220965 240813 173859.75 9999.00  99.00 999.00 209.74 209.14  -0.36  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173900.00  857.34  21.16  10.87 209.71 209.14  -0.37  -22.259418   5.408392 99999.00  11  10.87 999.00  11  0.12 13868.91
AVAPS-D06 P10 234220965 240813 173900.25 9999.00  99.00 999.00 209.69 209.16  -0.42  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173900.50  857.24  21.16  10.88 209.67 209.13  -0.34  -22.258952   5.409212 99999.00  11  10.88 999.00  11  0.12 13868.73
AVAPS-D06 P10 234220965 240813 173900.75 9999.00  99.00 999.00 209.64 209.15  -0.32  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173901.00  857.49  21.16  10.86 209.63 209.15  -0.19  -22.258487   5.410032 99999.00  11  10.86 999.00  11  0.12 13868.61
AVAPS-D06 P10 234220965 240813 173901.25 9999.00  99.00 999.00 209.61 209.18  -0.15  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173901.50  857.47  21.16  10.85 209.60 209.15  -0.15  -22.258021   5.410853 99999.00  11  10.85 999.00  11  0.12 13868.54
AVAPS-D06 P10 234220965 240813 173901.75 9999.00  99.00 999.00 209.58 209.13  -0.07  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173902.00  857.35  21.16  10.86 209.56 209.11  -0.00  -22.257557   5.411673 99999.00  11  10.86 999.00  11  0.12 13868.49
AVAPS-D06 P10 234220965 240813 173902.25 9999.00  99.00 999.00 209.54 209.14   0.05  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173902.50  857.32  21.16  10.88 209.52 209.10   0.07  -22.257092   5.412494 99999.00  11  10.88 999.00  11  0.12 13868.52
AVAPS-D06 P10 234220965 240813 173902.75 9999.00  99.00 999.00 209.49 209.10   0.12  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173903.00  857.26  21.16  10.88 209.47 209.11   0.25  -22.256629   5.413316 99999.00  11  10.88 999.00  11  0.12 13868.61
AVAPS-D06 P10 234220965 240813 173903.25 9999.00  99.00 999.00 209.44 209.10   0.27  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173903.50  857.55  21.16  10.86 209.43 209.11   0.27  -22.256166   5.414137 99999.00  11  10.86 999.00  11  0.12 13868.75
AVAPS-D06 P10 234220965 240813 173903.75 9999.00  99.00 999.00 209.42 209.10   0.17  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173904.00  857.45  21.17  10.90 209.40 209.04   0.16  -22.255704   5.414959 99999.00  11  10.90 999.00  11  0.12 13868.82
AVAPS-D06 P10 234220965 240813 173904.25 9999.00  99.00 999.00 209.39 209.05   0.11  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173904.50  857.29  21.17  10.84 209.37 209.06   0.05  -22.255242   5.415781 99999.00  11  10.84 999.00  11  0.12 13868.87
AVAPS-D06 P10 234220965 240813 173904.75 9999.00  99.00 999.00 209.35 209.06   0.14  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173905.00  857.13  21.16  10.86 209.32 209.07   0.12  -22.254781   5.416603 99999.00  11  10.86 999.00  11  0.12 13868.92
AVAPS-D06 P10 234220965 240813 173905.25 9999.00  99.00 999.00 209.31 209.06   0.03  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173905.50  856.86  21.16  10.85 209.28 209.03  -0.14  -22.254320   5.417426 99999.00  11  10.85 999.00  11  0.12 13868.91
AVAPS-D06 P10 234220965 240813 173905.75 9999.00  99.00 999.00 209.27 209.03  -0.24  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173906.00  856.87  21.16  10.86 209.25 209.05  -0.25  -22.253860   5.418249 99999.00  11  10.86 999.00  11  0.12 13868.79
AVAPS-D06 P10 234220965 240813 173906.25 9999.00  99.00 999.00 209.22 209.04  -0.24  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173906.50  856.94  21.17  10.85 209.20 209.04  -0.31  -22.253401   5.419072 99999.00  11  10.85 999.00  11  0.12 13868.62
AVAPS-D06 P10 234220965 240813 173906.75 9999.00  99.00 999.00 209.18 209.07  -0.38  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173907.00  857.10  21.17  10.87 209.16 209.05  -0.39  -22.252942   5.419895 99999.00  11  10.87 999.00  11  0.12 13868.40
AVAPS-D06 P10 234220965 240813 173907.25 9999.00  99.00 999.00 209.13 209.03  -0.40  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173907.50  857.24  21.17  10.87 209.11 209.05  -0.47  -22.252484   5.420719 99999.00  11  10.87 999.00  11  0.12 13868.16
AVAPS-D06 P10 234220965 240813 173907.75 9999.00  99.00 999.00 209.08 209.08  -0.40  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173908.00  857.28  21.17  10.85 209.05 209.05  -0.38  -22.252026   5.421543 99999.00  11  10.85 999.00  11  0.12 13867.93
AVAPS-D06 P10 234220965 240813 173908.25 9999.00  99.00 999.00 209.03 209.07  -0.38  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173908.50  857.04  21.17  10.85 209.00 209.06  -0.30  -22.251570   5.422368 99999.00  11  10.85 999.00  11  0.12 13867.71
AVAPS-D06 P10 234220965 240813 173908.75 9999.00  99.00 999.00 208.97 209.07  -0.21  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173909.00  857.09  21.17  10.84 208.95 209.08  -0.29  -22.251114   5.423193 99999.00  11  10.84 999.00  11  0.12 13867.57
AVAPS-D06 P10 234220965 240813 173909.25 9999.00  99.00 999.00 208.92 209.07  -0.28  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173909.50  857.18  21.18  10.84 208.90 209.09  -0.30  -22.250659   5.424019 99999.00  11  10.84 999.00  11  0.12 13867.44
AVAPS-D06 P10 234220965 240813 173909.75 9999.00  99.00 999.00 208.88 209.10  -0.20  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173910.00  857.08  21.17  10.87 208.86 209.08  -0.21  -22.250204   5.424845 99999.00  11  10.87 999.00  11  0.12 13867.36
AVAPS-D06 P10 234220965 240813 173910.25 9999.00  99.00 999.00 208.85 209.08  -0.08  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173910.50  857.05  21.17  10.87 208.82 209.06  -0.09  -22.249750   5.425671 99999.00  11  10.87 999.00  11  0.12 13867.34
AVAPS-D06 P10 234220965 240813 173910.75 9999.00  99.00 999.00 208.80 209.06   0.09  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173911.00  857.02  21.17  10.84 208.78 209.07   0.09  -22.249296   5.426498 99999.00  11  10.84 999.00  11  0.12 13867.39
AVAPS-D06 P10 234220965 240813 173911.25 9999.00  99.00 999.00 208.76 209.05   0.19  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173911.50  856.86  21.17  10.83 208.74 209.05   0.19  -22.248844   5.427324 99999.00  11  10.83 999.00  11  0.12 13867.50
AVAPS-D06 P10 234220965 240813 173911.75 9999.00  99.00 999.00 208.73 209.03   0.13  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173912.00  857.20  21.18  10.87 208.72 209.03   0.11  -22.248392   5.428151 99999.00  11  10.87 999.00  11  0.12 13867.63
AVAPS-D06 P10 234220965 240813 173912.25 9999.00  99.00 999.00 208.71 209.02   0.03  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173912.50  856.94  21.18  10.85 208.68 209.03   0.02  -22.247939   5.428978 99999.00  11  10.85 999.00  11  0.12 13867.69
AVAPS-D06 P10 234220965 240813 173912.75 9999.00  99.00 999.00 208.67 209.02   0.04  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173913.00  856.85  21.18  10.87 208.65 209.01   0.03  -22.247488   5.429806 99999.00  11  10.87 999.00  11  0.12 13867.72
AVAPS-D06 P10 234220965 240813 173913.25 9999.00  99.00 999.00 208.63 208.99  -0.00  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173913.50  857.02  21.18  10.86 208.61 209.00   0.04  -22.247037   5.430633 99999.00  11  10.86 999.00  11  0.12 13867.74
AVAPS-D06 P10 234220965 240813 173913.75 9999.00  99.00 999.00 208.59 209.02   0.06  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173914.00  857.02  21.18  10.86 208.57 209.05   0.09  -22.246587   5.431462 99999.00  11  10.86 999.00  11  0.12 13867.81
AVAPS-D06 P10 234220965 240813 173914.25 9999.00  99.00 999.00 208.54 209.03  -0.04  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173914.50  856.74  21.18  10.86 208.52 209.03  -0.18  -22.246137   5.432290 99999.00  11  10.86 999.00  11  0.12 13867.83
AVAPS-D06 P10 234220965 240813 173914.75 9999.00  99.00 999.00 208.49 209.02  -0.38  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173915.00  856.90  21.18  10.85 208.45 209.01  -0.36  -22.245688   5.433119 99999.00  11  10.85 999.00  11  0.12 13867.70
AVAPS-D06 P10 234220965 240813 173915.25 9999.00  99.00 999.00 208.43 209.02  -0.30  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173915.50  856.96  21.18  10.84 208.40 209.05  -0.24  -22.245240   5.433948 99999.00  11  10.84 999.00  11  0.12 13867.58
AVAPS-D06 P10 234220965 240813 173915.75 9999.00  99.00 999.00 208.37 209.03  -0.20  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173916.00  856.89  21.19  10.85 208.36 209.06  -0.32  -22.244793   5.434778 99999.00  11  10.85 999.00  11  0.12 13867.51
AVAPS-D06 P10 234220965 240813 173916.25 9999.00  99.00 999.00 208.33 209.07  -0.19  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173916.50  856.84  21.18  10.84 208.30 209.07  -0.46  -22.244347   5.435608 99999.00  11  10.84 999.00  11  0.12 13867.37
AVAPS-D06 P10 234220965 240813 173916.75 9999.00  99.00 999.00 208.28 209.08  -0.36  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
AVAPS-D06 P00 234220965 240813 173917.00  856.70  21.18  10.84 208.26 209.09  -0.32  -22.243901   5.436438 99999.00  11  10.84 999.00  11  0.12 13867.13
AVAPS-D06 P10 234220965 240813 173917.25 9999.00  99.00 999.00 208.23 209.09  -0.37  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.12 99999.00
