AVAPS-LOG,UTC Date & Time,Session Time,Channel,Event or Error Message,Calling Context
AVAPS-LOG,2024-08-13 16:09:08.327Z,0.000,,*** AVAPS II SYSTEM LOG FILE ***
AVAPS-LOG,2024-08-13 16:09:13.397Z,5.070,,Serial port initialization complete: no errors.
AVAPS-LOG,2024-08-13 16:09:17.641Z,9.315,,GPS Reference Receiver UART 1 configuration commands sent
AVAPS-LOG,2024-08-13 16:09:22.054Z,13.727,,GPS Reference Receiver UART 2 configuration commands sent
AVAPS-LOG,2024-08-13 16:09:27.737Z,19.410,,Serial port initialization complete: no errors.
AVAPS-LOG,2024-08-13 16:09:30.158Z,21.832,,PC Clock set to: 2024-08-13 16:09:30.159 using GPS Reference Receiver data - PC Clock error was: -0.153 sec
AVAPS-LOG,2024-08-13 16:10:20.218Z,71.891,,Automated System Tests:  No Errors Detected...
AVAPS-LOG,2024-08-13 16:10:20.223Z,71.896,,Spectrum Analyzer program started
AVAPS-LOG,2024-08-13 16:10:20.224Z,71.897,,Aircraft Data Acq program started
AVAPS-LOG,2024-08-13 16:10:20.286Z,71.959,,Spectrum Analyzer Data Acq data log file created
AVAPS-LOG,2024-08-13 16:10:20.324Z,71.997,,Sounding Supervisor program started
AVAPS-LOG,2024-08-13 16:10:20.452Z,72.125,,GPS Reference Receiver (NMEA) data log file created
AVAPS-LOG,2024-08-13 16:10:20.452Z,72.125,,GPS Reference Data Acq (NMEA) program started
AVAPS-LOG,2024-08-13 16:10:20.453Z,72.126,,Aircraft Data Acq data log file created
AVAPS-LOG,2024-08-13 16:10:21.150Z,72.823,,PC Clock set to: 2024-08-13 16:10:21.150 using GPS Reference Receiver data - PC Clock error was: -0.021 sec
AVAPS-LOG,2024-08-13 16:16:43.838Z,455.512,1,Sounding START request
AVAPS-LOG,2024-08-13 16:16:44.243Z,455.917,1,Sounding files created
AVAPS-LOG,2024-08-13 16:16:45.149Z,456.822,,PC Clock set to: 2024-08-13 16:16:45.149 using GPS Reference Receiver data - PC Clock error was: -0.010 sec
AVAPS-LOG,2024-08-13 16:16:54.847Z,466.521,1,Sounding frequency 403.00 selected by operator
AVAPS-LOG,2024-08-13 16:17:23.834Z,495.508,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-13 16:17:24.309Z,495.982,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-13 16:17:24.788Z,496.461,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-13 16:17:24.788Z,496.461,,Sonde 233530249 GPS Aiding FAILED on message 1 of 1 after 3 attempts.
AVAPS-LOG,2024-08-13 16:18:14.157Z,545.830,1,Sonde 233530249 factory pressure error value is 0.000 mb
AVAPS-LOG,2024-08-13 16:18:15.969Z,547.642,1,Sonde 233530249 Preview OK by operator
AVAPS-LOG,2024-08-13 16:18:41.947Z,573.620,1,Sounding data collection started by operator
AVAPS-LOG,2024-08-13 16:18:51.048Z,582.721,1,CHANNEL 1 READY for launch
AVAPS-LOG,2024-08-13 16:20:37.797Z,689.471,1,Sonde 233530249 Launch Detect; Launch Time 2024-08-13 16:20:33.750; Dfile Name D20240813_162034.1
AVAPS-LOG,2024-08-13 16:20:37.797Z,689.471,1,Sounding Launch Obs identified OK; LLA source is Aircraft Data System
AVAPS-LOG,2024-08-13 16:36:26.484Z,1638.157,1,Sounding STOP request
AVAPS-LOG,2024-08-13 16:38:13.301Z,1744.975,1,Sounding files closed
AVAPS-LOG,2024-08-13 16:38:13.306Z,1744.980,1,Sounding files renamed
AVAPS-LOG,2024-08-13 16:38:14.042Z,1745.715,1,Sounding ENDED
AVAPS-LOG,2024-08-13 17:08:31.266Z,3562.939,1,Sounding START request
AVAPS-LOG,2024-08-13 17:08:31.652Z,3563.326,1,Sounding files created
AVAPS-LOG,2024-08-13 17:08:32.150Z,3563.823,,PC Clock set to: 2024-08-13 17:08:32.150 using GPS Reference Receiver data - PC Clock error was: -0.031 sec
AVAPS-LOG,2024-08-13 17:08:48.878Z,3580.551,1,Sounding frequency 403.00 selected by operator
AVAPS-LOG,2024-08-13 17:09:15.868Z,3607.542,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-13 17:09:16.339Z,3608.013,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-13 17:09:16.809Z,3608.482,,BYTE COUNT MISMATCH from AVAPS II DROPSONDE card after command  on COM 27 -- Expected Length: 3 Actual Length: 25 Received String: GPS ublox message error[crlf]
AVAPS-LOG,2024-08-13 17:09:16.809Z,3608.482,,Sonde 234141196 GPS Aiding FAILED on message 1 of 1 after 3 attempts.
AVAPS-LOG,2024-08-13 17:09:37.688Z,3629.362,1,Sonde 234141196 factory pressure error value is 0.000 mb
AVAPS-LOG,2024-08-13 17:09:39.509Z,3631.183,1,Sonde 234141196 Preview OK by operator
AVAPS-LOG,2024-08-13 17:09:53.278Z,3644.951,1,Sounding data collection started by operator
AVAPS-LOG,2024-08-13 17:10:03.029Z,3654.703,1,CHANNEL 1 READY for launch
