AVAPS-T05 STA 234021432 240813 173228.03
AVAPS-T05 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-D05 P10 234021432 240813 173246.50 9999.00  99.00 999.00 242.45 197.62  -0.27  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173246.75  855.74  21.25  15.62 242.43 197.61  -0.17  -22.746072   4.938984 99999.00  10  15.62 999.00  10  0.15 13864.93
AVAPS-D05 P10 234021432 240813 173247.00 9999.00  99.00 999.00 242.42 197.63  -0.19  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173247.25  855.94  21.25  15.61 242.40 197.64  -0.11  -22.745284   4.939397 99999.00  10  15.61 999.00  10  0.15 13864.83
AVAPS-D05 P10 234021432 240813 173247.50 9999.00  99.00 999.00 242.38 197.64  -0.13  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173247.75  855.80  21.26  15.60 242.38 197.64  -0.14  -22.744496   4.939810 99999.00  10  15.60 999.00  10  0.14 13864.74
AVAPS-D05 P10 234021432 240813 173248.00 9999.00  99.00 999.00 242.36 197.62  -0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173248.25  855.88  21.26  15.59 242.32 197.65  -0.16  -22.743709   4.940223 99999.00  10  15.59 999.00  10  0.14 13864.63
AVAPS-D05 P10 234021432 240813 173248.50 9999.00  99.00 999.00 242.30 197.66  -0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173248.75  855.56  21.26  15.61 242.28 197.67  -0.17  -22.742921   4.940638 99999.00  10  15.61 999.00  10  0.15 13864.57
AVAPS-D05 P10 234021432 240813 173249.00 9999.00  99.00 999.00 242.25 197.68  -0.12  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173249.25  855.60  21.26  15.59 242.23 197.69  -0.12  -22.742134   4.941053 99999.00  10  15.59 999.00  10  0.15 13864.52
AVAPS-D05 P10 234021432 240813 173249.50 9999.00  99.00 999.00 242.21 197.69  -0.10  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173249.75  855.62  21.27  15.60 242.19 197.71  -0.18  -22.741348   4.941469 99999.00  10  15.60 999.00  10  0.14 13864.45
AVAPS-D05 P10 234021432 240813 173250.00 9999.00  99.00 999.00 242.16 197.75  -0.23  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173250.25  855.92  21.27  15.57 242.13 197.73  -0.20  -22.740561   4.941885 99999.00  10  15.57 999.00  10  0.14 13864.36
AVAPS-D05 P10 234021432 240813 173250.50 9999.00  99.00 999.00 242.11 197.73  -0.25  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173250.75  855.71  21.27  15.58 242.07 197.73  -0.21  -22.739775   4.942303 99999.00  10  15.58 999.00  10  0.15 13864.31
AVAPS-D05 P10 234021432 240813 173251.00 9999.00  99.00 999.00 242.05 197.72  -0.23  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173251.25  855.96  21.27  15.61 242.03 197.72  -0.26  -22.738990   4.942721 99999.00  10  15.61 999.00  10  0.15 13864.24
AVAPS-D05 P10 234021432 240813 173251.50 9999.00  99.00 999.00 242.01 197.76  -0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173251.75  855.97  21.27  15.60 241.98 197.77  -0.18  -22.738204   4.943140 99999.00  10  15.60 999.00  10  0.15 13864.15
AVAPS-D05 P10 234021432 240813 173252.00 9999.00  99.00 999.00 241.96 197.74  -0.24  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173252.25  855.82  21.27  15.56 241.94 197.79  -0.18  -22.737419   4.943559 99999.00  10  15.56 999.00  10  0.14 13864.10
AVAPS-D05 P10 234021432 240813 173252.50 9999.00  99.00 999.00 241.92 197.76  -0.21  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173252.75  855.62  21.28  15.59 241.90 197.80  -0.13  -22.736634   4.943979 99999.00  10  15.59 999.00  10  0.14 13864.06
AVAPS-D05 P10 234021432 240813 173253.00 9999.00  99.00 999.00 241.87 197.78  -0.14  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173253.25  855.61  21.28  15.59 241.85 197.79  -0.14  -22.735850   4.944400 99999.00  10  15.59 999.00  10  0.14 13864.03
AVAPS-D05 P10 234021432 240813 173253.50 9999.00  99.00 999.00 241.83 197.79  -0.04  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173253.75  855.78  21.28  15.56 241.81 197.78  -0.02  -22.735065   4.944821 99999.00  10  15.56 999.00  10  0.14 13864.05
AVAPS-D05 P10 234021432 240813 173254.00 9999.00  99.00 999.00 241.79 197.80  -0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173254.25  855.73  21.28  15.58 241.77 197.82  -0.03  -22.734281   4.945243 99999.00  10  15.58 999.00  10  0.14 13864.09
AVAPS-D05 P10 234021432 240813 173254.50 9999.00  99.00 999.00 241.74 197.83   0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173254.75  855.82  21.28  15.59 241.72 197.84   0.13  -22.733498   4.945666 99999.00  10  15.59 999.00  10  0.14 13864.19
AVAPS-D05 P10 234021432 240813 173255.00 9999.00  99.00 999.00 241.69 197.83   0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173255.25  855.93  21.29  15.58 241.66 197.84   0.20  -22.732714   4.946089 99999.00  10  15.58 999.00  10  0.14 13864.33
AVAPS-D05 P10 234021432 240813 173255.50 9999.00  99.00 999.00 241.64 197.84   0.27  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173255.75  855.81  21.29  15.58 241.62 197.83   0.27  -22.731931   4.946513 99999.00  10  15.58 999.00  10  0.14 13864.50
AVAPS-D05 P10 234021432 240813 173256.00 9999.00  99.00 999.00 241.60 197.85   0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173256.25  855.83  21.29  15.60 241.58 197.85   0.19  -22.731148   4.946938 99999.00  10  15.60 999.00  10  0.15 13864.66
AVAPS-D05 P10 234021432 240813 173256.50 9999.00  99.00 999.00 241.55 197.86   0.18  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173256.75  855.81  21.29  15.58 241.54 197.87   0.14  -22.730366   4.947363 99999.00  10  15.58 999.00  10  0.14 13864.81
AVAPS-D05 P10 234021432 240813 173257.00 9999.00  99.00 999.00 241.51 197.87   0.29  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D05 P00 234021432 240813 173257.25  855.86  21.29  15.57 241.50 197.89   0.22  -22.729584   4.947789 99999.00  10  15.57 999.00  10  0.13 13864.98
AVAPS-D05 P10 234021432 240813 173257.50 9999.00  99.00 999.00 241.47 197.89   0.13  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.13 99999.00
AVAPS-D05 P00 234021432 240813 173257.75  855.66  21.29  15.58 241.46 197.88   0.21  -22.728801   4.948216 99999.00  10  15.58 999.00  10  0.14 13865.12
AVAPS-D05 P10 234021432 240813 173258.00 9999.00  99.00 999.00 241.42 197.90   0.17  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173258.25  855.43  21.29  15.59 241.40 197.92   0.14  -22.728020   4.948643 99999.00  10  15.59 999.00  10  0.14 13865.25
AVAPS-D05 P10 234021432 240813 173258.50 9999.00  99.00 999.00 241.38 197.92   0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173258.75  855.69  21.30  15.56 241.34 197.95   0.08  -22.727238   4.949071 99999.00  10  15.56 999.00  10  0.14 13865.37
AVAPS-D05 P10 234021432 240813 173259.00 9999.00  99.00 999.00 241.32 197.95   0.06  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173259.25  855.87  21.30  15.56 241.30 197.95  -0.01  -22.726457   4.949499 99999.00  10  15.56 999.00  10  0.15 13865.45
AVAPS-D05 P10 234021432 240813 173259.50 9999.00  99.00 999.00 241.27 197.95  -0.05  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173259.75  855.83  21.30  15.57 241.24 197.97  -0.01  -22.725676   4.949929 99999.00  10  15.57 999.00  10  0.15 13865.48
AVAPS-D05 P10 234021432 240813 173300.00 9999.00  99.00 999.00 241.21 197.98  -0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.15 99999.00
AVAPS-D05 P00 234021432 240813 173300.25  855.75  21.30  15.55 241.19 197.98  -0.05  -22.724896   4.950359 99999.00  10  15.55 999.00  10  0.15 13865.48
AVAPS-D05 P10 234021432 240813 173300.50 9999.00  99.00 999.00 241.18 197.96  -0.09  999.000000  99.000000 99999.00  10 999.00 999.00  10  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173300.75  855.88  21.30  15.56 241.16 198.00  -0.12  -22.724116   4.950789 99999.00  10  15.56 999.00  10  0.14 13865.49
AVAPS-D05 P10 234021432 240813 173301.00 9999.00  99.00 999.00 241.13 198.02  -0.07  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173301.25  855.74  21.30  15.56 241.10 198.01  -0.03  -22.723336   4.951221 99999.00  11  15.56 999.00  11  0.14 13865.51
AVAPS-D05 P10 234021432 240813 173301.50 9999.00  99.00 999.00 241.08 198.02  -0.11  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173301.75  855.70  21.31  15.53 241.05 198.04  -0.06  -22.722556   4.951653 99999.00  11  15.53 999.00  11  0.14 13865.53
AVAPS-D05 P10 234021432 240813 173302.00 9999.00  99.00 999.00 241.04 198.06  -0.05  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173302.25  855.98  21.30  15.55 241.01 198.06  -0.03  -22.721777   4.952086 99999.00  11  15.55 999.00  11  0.14 13865.55
AVAPS-D05 P10 234021432 240813 173302.50 9999.00  99.00 999.00 240.99 198.07  -0.10  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173302.75  855.58  21.31  15.53 240.98 198.08  -0.13  -22.720997   4.952519 99999.00  11  15.53 999.00  11  0.14 13865.55
AVAPS-D05 P10 234021432 240813 173303.00 9999.00  99.00 999.00 240.95 198.06  -0.14  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173303.25  855.73  21.31  15.54 240.93 198.08  -0.05  -22.720218   4.952953 99999.00  11  15.54 999.00  11  0.14 13865.54
AVAPS-D05 P10 234021432 240813 173303.50 9999.00  99.00 999.00 240.92 198.08  -0.05  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173303.75  855.59  21.31  15.53 240.91 198.11  -0.01  -22.719440   4.953387 99999.00  11  15.53 999.00  11  0.14 13865.58
AVAPS-D05 P10 234021432 240813 173304.00 9999.00  99.00 999.00 240.90 198.13   0.01  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173304.25  855.69  21.31  15.54 240.87 198.12   0.06  -22.718661   4.953822 99999.00  11  15.54 999.00  11  0.14 13865.63
AVAPS-D05 P10 234021432 240813 173304.50 9999.00  99.00 999.00 240.86 198.11   0.12  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173304.75  855.69  21.31  15.55 240.85 198.15   0.05  -22.717883   4.954257 99999.00  11  15.55 999.00  11  0.14 13865.70
AVAPS-D05 P10 234021432 240813 173305.00 9999.00  99.00 999.00 240.83 198.13   0.11  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173305.25  855.78  21.31  15.55 240.81 198.15   0.07  -22.717104   4.954693 99999.00  11  15.55 999.00  11  0.14 13865.78
AVAPS-D05 P10 234021432 240813 173305.50 9999.00  99.00 999.00 240.80 198.16   0.07  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173305.75  855.56  21.31  15.55 240.78 198.17   0.07  -22.716326   4.955129 99999.00  11  15.55 999.00  11  0.14 13865.86
AVAPS-D05 P10 234021432 240813 173306.00 9999.00  99.00 999.00 240.76 198.17   0.12  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173306.25  855.76  21.32  15.56 240.73 198.19   0.02  -22.715549   4.955566 99999.00  11  15.56 999.00  11  0.14 13865.94
AVAPS-D05 P10 234021432 240813 173306.50 9999.00  99.00 999.00 240.71 198.22   0.08  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173306.75  855.69  21.32  15.56 240.69 198.21   0.11  -22.714771   4.956004 99999.00  11  15.56 999.00  11  0.14 13866.03
AVAPS-D05 P10 234021432 240813 173307.00 9999.00  99.00 999.00 240.68 198.19   0.09  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173307.25  855.83  21.32  15.56 240.65 198.21   0.08  -22.713994   4.956442 99999.00  11  15.56 999.00  11  0.14 13866.13
AVAPS-D05 P10 234021432 240813 173307.50 9999.00  99.00 999.00 240.62 198.24   0.19  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173307.75  855.82  21.32  15.53 240.61 198.24   0.11  -22.713217   4.956880 99999.00  11  15.53 999.00  11  0.14 13866.24
AVAPS-D05 P10 234021432 240813 173308.00 9999.00  99.00 999.00 240.59 198.25   0.16  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173308.25  855.65  21.32  15.54 240.56 198.27   0.14  -22.712440   4.957320 99999.00  11  15.54 999.00  11  0.14 13866.35
AVAPS-D05 P10 234021432 240813 173308.50 9999.00  99.00 999.00 240.54 198.29   0.16  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173308.75  855.71  21.32  15.52 240.53 198.28   0.14  -22.711663   4.957760 99999.00  11  15.52 999.00  11  0.14 13866.47
AVAPS-D05 P10 234021432 240813 173309.00 9999.00  99.00 999.00 240.50 198.30   0.13  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173309.25  855.78  21.32  15.53 240.48 198.30   0.11  -22.710887   4.958200 99999.00  11  15.53 999.00  11  0.14 13866.55
AVAPS-D05 P10 234021432 240813 173309.50 9999.00  99.00 999.00 240.46 198.31   0.16  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173309.75  855.78  21.33  15.51 240.45 198.32   0.04  -22.710111   4.958642 99999.00  11  15.51 999.00  11  0.14 13866.66
AVAPS-D05 P10 234021432 240813 173310.00 9999.00  99.00 999.00 240.43 198.32   0.17  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173310.25  855.81  21.33  15.54 240.41 198.34   0.13  -22.709335   4.959083 99999.00  11  15.54 999.00  11  0.14 13866.75
AVAPS-D05 P10 234021432 240813 173310.50 9999.00  99.00 999.00 240.41 198.36   0.15  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173310.75  855.73  21.33  15.52 240.39 198.36   0.05  -22.708559   4.959525 99999.00  11  15.52 999.00  11  0.14 13866.84
AVAPS-D05 P10 234021432 240813 173311.00 9999.00  99.00 999.00 240.37 198.36  -0.00  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173311.25  855.53  21.33  15.52 240.35 198.37  -0.06  -22.707783   4.959968 99999.00  11  15.52 999.00  11  0.14 13866.87
AVAPS-D05 P10 234021432 240813 173311.50 9999.00  99.00 999.00 240.34 198.37  -0.10  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173311.75  855.65  21.33  15.50 240.32 198.40  -0.08  -22.707008   4.960411 99999.00  11  15.50 999.00  11  0.14 13866.88
AVAPS-D05 P10 234021432 240813 173312.00 9999.00  99.00 999.00 240.31 198.41  -0.15  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173312.25  855.64  21.33  15.50 240.29 198.39  -0.17  -22.706232   4.960854 99999.00  11  15.50 999.00  11  0.14 13866.87
AVAPS-D05 P10 234021432 240813 173312.50 9999.00  99.00 999.00 240.27 198.41  -0.20  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173312.75  855.66  21.33  15.52 240.25 198.43  -0.24  -22.705457   4.961298 99999.00  11  15.52 999.00  11  0.14 13866.80
AVAPS-D05 P10 234021432 240813 173313.00 9999.00  99.00 999.00 240.24 198.45  -0.31  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173313.25  855.72  21.33  15.53 240.21 198.49  -0.36  -22.704682   4.961742 99999.00  11  15.53 999.00  11  0.14 13866.68
AVAPS-D05 P10 234021432 240813 173313.50 9999.00  99.00 999.00 240.19 198.48  -0.35  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173313.75  855.72  21.33  15.52 240.17 198.51  -0.41  -22.703908   4.962188 99999.00  11  15.52 999.00  11  0.14 13866.51
AVAPS-D05 P10 234021432 240813 173314.00 9999.00  99.00 999.00 240.14 198.54  -0.42  999.000000  99.000000 99999.00  11 999.00 999.00  11  0.14 99999.00
AVAPS-D05 P00 234021432 240813 173314.25  855.67  21.34  15.54 240.12 198.54  -0.43  -22.703133   4.962633 99999.00  11  15.54 999.00  11  0.14 13866.32
